date,time_block,CNN,FNC,MSNBC
2012-06-05,25,0.0025143962595552,0.00825179204908097,0.00265227296341192
2012-06-05,26,0.00207371694332435,0.0081869883482176,0.00191763006209336
2012-06-05,27,0.00161037082848873,0.00733014175098335,0.00153084654775746
2012-06-06,4,0.00122128281107243,0.00689456058473467,0.00277174630219522
2012-06-06,5,0.00122436328616935,0.00686474775909327,0.00269680643010593
2012-06-06,6,0.00134817542040151,0.00734301355655975,0.00244777415611033
2012-06-06,7,0.00172499666641973,0.00770149344395881,0.00246954762081142
2012-06-06,8,0.00136334740845001,0.00703264538113934,0.00295714398597427
2012-06-06,9,0.00113876410598316,0.00621705459663679,0.00285631404795417
2012-06-06,10,0.00107985752031015,0.00659827221769514,0.00299951626046374
2012-06-06,11,0.00114283601254414,0.00652085389041164,0.00342443341482085
2012-06-06,12,0.00118115588809048,0.00620128799664173,0.00353976245153962
2012-06-06,13,0.00101827814406005,0.00577123367163,0.00295667605007778
2012-06-06,14,0.000923889670839815,0.00652504555893029,0.00275227794651456
2012-06-06,15,0.00112786724942588,0.00633042916759266,0.00259440131367756
2012-06-06,16,0.00109769612563894,0.00824470405215201,0.00276091167246957
2012-06-06,17,0.000944157098056646,0.00881209669852088,0.00272110600785243
2012-06-06,18,0.00103705632515989,0.00887347013359014,0.00273752944662568
2012-06-06,19,0.00141546361458874,0.0082465762896017,0.00284554041040077
2012-06-06,20,0.00149691878410746,0.00757420352124849,0.00266940094327975
2012-06-06,21,0.00164671234906289,0.00708824085734746,0.00248784230930686
2012-06-06,22,0.00143454008938934,0.00648284119811344,0.00259356594315628
2012-06-06,23,0.00133052003852137,0.00555470405215201,0.00248304368224807
2012-06-06,24,0.00133517470429908,0.00605249648122083,0.00203535249524656
2012-06-06,25,0.00153111366274045,0.00553392300664247,0.00201939230066425
2012-06-06,26,0.00156799293774848,0.00478162555251006,0.00199516013531867
2012-06-06,27,0.00148627330419537,0.00424396720744747,0.00187862928118132
2012-06-07,4,0.00146408560600431,0.00724951326447202,0.00186720541973199
2012-06-07,5,0.00151741596690694,0.00753127220034183,0.0026067157117733
2012-06-07,6,0.00113581828540289,0.00728034455425924,0.00220177726585916
2012-06-07,7,0.00103114611973942,0.00710486339203884,0.00220314631790146
2012-06-07,8,0.00109763493596889,0.00677412697233162,0.00312106214857199
2012-06-07,9,0.00122390552624409,0.00682552525327587,0.00308886676079364
2012-06-07,10,0.00110533526541329,0.0071731346758812,0.00294568502142627
2012-06-07,11,0.00108148720616284,0.00741220628669094,0.00303489658418172
2012-06-07,12,0.000959206361001709,0.00667955413539422,0.00265633697456095
2012-06-07,13,0.00112727576725868,0.00591537910876619,0.00261186668648287
2012-06-07,14,0.00126671348245027,0.00567979391147111,0.00273386193059374
2012-06-07,15,0.001283745014986,0.00560305640187263,0.00273492209754527
2012-06-07,16,0.00154459735949072,0.00865262614252805,0.00246366946570558
2012-06-07,17,0.00146099477347601,0.00794417651284338,0.00233683832453989
2012-06-07,18,0.00161954199796884,0.00765831413638503,0.00252943424735578
2012-06-07,19,0.00205078596021897,0.00751627628743405,0.0023925922072775
2012-06-07,20,0.00176233261499591,0.00660455475465062,0.00306148472913725
2012-06-07,21,0.00156533625622353,0.0062908320328949,0.00259059869708454
2012-06-07,22,0.00157446929726784,0.00670496495008793,0.00254474077927225
2012-06-07,23,0.0012922756434074,0.00616128062222883,0.002577163310297
2012-06-07,24,0.00123978524188155,0.00569921800302197,0.00211757152411384
2012-06-07,25,0.00118484357583414,0.00534192266726115,0.00182311981372768
2012-06-07,26,0.00105588045874514,0.00478805677342647,0.00202839340120384
2012-06-07,27,0.00115088355502712,0.00432353942186223,0.00225170419360432
2012-06-08,4,0.00123306630864474,0.00607923895477487,0.00192159966186818
2012-06-08,5,0.0010224047139554,0.00635266328534845,0.00236644563785087
2012-06-08,6,0.0009045222644887,0.00649838939857289,0.0020763551378633
2012-06-08,7,0.00103962233659034,0.00703949404539917,0.00230189900798091
2012-06-08,8,0.000917124885010318,0.00650448671092216,0.0022871241391313
2012-06-08,9,0.000944714949901793,0.00587103552870391,0.00234145172919619
2012-06-08,10,0.000743071529797867,0.00623968300141717,0.00224209020163596
2012-06-08,11,0.000816995599313791,0.00623534273140897,0.00221873598369011
2012-06-08,12,0.00105977946843689,0.00538269983342035,0.00148297531140449
2012-06-08,13,0.00101293180179508,0.00489705526963527,0.00194088834191094
2012-06-08,14,0.00102885159493797,0.00520580815991646,0.00156783297282514
2012-06-08,15,0.00127576067228562,0.00466375077695731,0.00186052460157629
2012-06-08,16,0.00126581934810174,0.00652555505830288,0.00230552298550508
2012-06-08,17,0.00129585067502051,0.00621444643345516,0.00210485219164118
2012-06-08,18,0.00153199970164839,0.00598755252231421,0.0022847514979737
2012-06-08,19,0.0010840605653763,0.00565650108152458,0.0021294343750777
2012-06-08,20,0.00123189179781706,0.00524760125307675,0.00198240670296611
2012-06-08,21,0.00114557693742075,0.0050859620596206,0.00130498868750155
2012-06-08,22,0.00131878396857363,0.00464310012182691,0.0012654292533751
2012-06-08,23,0.00108007210163845,0.00494580070112628,0.00141987444369857
2012-06-08,24,0.00133467691007185,0.00452294473036474,0.00134966982422118
2012-06-08,25,0.00112715596330275,0.00347404639367495,0.00128883468834688
2012-06-08,26,0.000795364859153179,0.00338726983416623,0.00148604012829119
2012-06-08,27,0.000867376992118545,0.00366027050545735,0.00176618209393103
2012-06-11,4,0.00127709342560554,0.00662312240173259,0.00186017574867442
2012-06-11,5,0.00124663687734933,0.00666878967414304,0.0019670640511812
2012-06-11,6,0.00122034228672425,0.00712936820094098,0.0021569714470638
2012-06-11,7,0.00111666998581066,0.00762499240745812,0.00206579049563118
2012-06-11,8,0.00110158596997834,0.00659218366483284,0.00270328196958005
2012-06-11,9,0.00130569166811879,0.00615462472928232,0.00270456946553484
2012-06-11,10,0.00106777252246646,0.00634388090911354,0.00298526125812153
2012-06-11,11,0.00101137138731921,0.0062065597072515,0.00279635856712554
2012-06-11,12,0.00118059396081751,0.00587901496104155,0.00290255283662343
2012-06-11,13,0.00147643299892958,0.00545955988150656,0.00306038560155336
2012-06-11,14,0.00142411017898484,0.00586652112220259,0.00295461775907993
2012-06-11,15,0.00151830947698589,0.00518118518334122,0.00282453660600931
2012-06-11,16,0.00166468845684698,0.0079143105723034,0.00266750392073884
2012-06-11,17,0.00180413706405118,0.00773705210226283,0.00251975156207214
2012-06-11,18,0.00168669089641781,0.00789352966070051,0.00272099424958303
2012-06-11,19,0.00138780687560678,0.0072364666052625,0.00257710711707451
2012-06-11,20,0.00220100694530881,0.00667829080680093,0.00291957456871873
2012-06-11,21,0.00202250205372035,0.00615138258943019,0.00266171267830027
2012-06-11,22,0.00182367304772099,0.00573228547957482,0.0024853205048418
2012-06-11,23,0.00159462497821812,0.00527897538024943,0.0024493562520226
2012-06-11,24,0.00187266435986159,0.00468525627940554,0.00177040203131612
2012-06-11,25,0.00166106868138707,0.00431198177789948,0.00176904184610789
2012-06-11,26,0.00120879614647382,0.00449877822309626,0.00186210525005601
2012-06-11,27,0.000978807099649,0.00357832018122526,0.0017838990814269
2012-06-12,4,0.00135429301363376,0.00643232546546696,0.00244909299369408
2012-06-12,5,0.00104690585977418,0.00688605069664266,0.00237157299170011
2012-06-12,6,0.00126817776226914,0.00734962089678722,0.00243301911717056
2012-06-12,7,0.00151720296104285,0.00797125395678074,0.0028970915480671
2012-06-12,8,0.0014563500411256,0.00676837815607787,0.00301099299618654
2012-06-12,9,0.00107362927145385,0.00661222651479275,0.00298797238353979
2012-06-12,10,0.0011902066249595,0.00640454101343436,0.00310742179905785
2012-06-12,11,0.00110004660900775,0.00588756735873981,0.00304562024874754
2012-06-12,12,0.00120675730913985,0.0061470202637023,0.00301860297599761
2012-06-12,13,0.00124345828867675,0.00570529099474091,0.00299848234091872
2012-06-12,14,0.00159301762169437,0.00566173874031056,0.00268394631240498
2012-06-12,15,0.00119111288352733,0.00592548067097031,0.00281955908377159
2012-06-12,16,0.001458784427108,0.0074927673786795,0.00285215024550734
2012-06-12,17,0.00154472321228284,0.00737239924229207,0.00266844121532365
2012-06-12,18,0.00159965653896962,0.00745269310336233,0.00262583136013559
2012-06-12,19,0.00156060018444206,0.00701808653822188,0.00251878567333815
2012-06-12,20,0.00155833129782408,0.00551729393584407,0.00249871264425114
2012-06-12,21,0.00134185214725456,0.00482541786097056,0.00223939034420877
2012-06-12,22,0.00115450512200593,0.00459811121357892,0.00188288601979014
2012-06-12,23,0.00119365594077914,0.00450534557962165,0.00188227686249096
2012-06-12,24,0.00102069340245757,0.00468864285536253,0.00216628748037187
2012-06-12,25,0.0013275234914384,0.0037830575010593,0.00209685950001246
2012-06-12,26,0.000863692330699634,0.00369316293213031,0.00169886393659181
2012-06-12,27,0.000828148351237507,0.00354615064430099,0.00180232521622093
2012-06-13,4,0.00161916573556797,0.00735213606455618,0.00238433767846058
2012-06-13,5,0.00153830986964618,0.00704781750465549,0.0024158887647424
2012-06-13,6,0.00108955754189944,0.00771467610180012,0.0022859756672874
2012-06-13,7,0.00131911980136561,0.00773338274363749,0.00266452811918063
2012-06-13,8,0.000978687771570453,0.00680433817504656,0.00307382346368715
2012-06-13,9,0.0013342522656735,0.00657610651769088,0.0030830505276226
2012-06-13,10,0.00123959851024209,0.0069843096213532,0.00298391905648665
2012-06-13,11,0.000939142892613284,0.00686323575418995,0.00310948777157045
2012-06-13,12,0.00103620136561142,0.00620830291744258,0.00303990117939168
2012-06-13,13,0.00103902768466791,0.00558190813159528,0.0025724034761018
2012-06-13,14,0.0011277234016139,0.00609072402234637,0.00246817628801986
2012-06-13,15,0.00158698423339541,0.00560970328988206,0.00254446852886406
2012-06-13,16,0.00184674636871508,0.007664452141527,0.00284118808193669
2012-06-13,17,0.00187643376784606,0.00746241837368094,0.00260126405959032
2012-06-13,18,0.00148367746741155,0.00769731918063315,0.0025011582867784
2012-06-13,19,0.00157210701427685,0.00777353842333954,0.00256227237740534
2012-06-13,20,0.00139130875232775,0.00590951880819367,0.00270295617628802
2012-06-13,21,0.00123429472377405,0.00538186319056487,0.00243150415890751
2012-06-13,22,0.00143568367473619,0.00520623016759777,0.00239935816263191
2012-06-13,23,0.0014151339540658,0.00554111111111111,0.00250842234636872
2012-06-13,24,0.0013771374301676,0.00487537281191806,0.00242206008690255
2012-06-13,25,0.00120594065797641,0.00425069373060211,0.00219848789571695
2012-06-13,26,0.000967174922408442,0.00469350837988827,0.00221824680322781
2012-06-13,27,0.000863241464928616,0.0036736069522036,0.00195438857852266
2012-06-14,4,0.00134851363760455,0.00637889881617154,0.00275562579108034
2012-06-14,5,0.00136039659494205,0.0068759057404512,0.00282226391680937
2012-06-14,6,0.00130382225200407,0.0070517486908396,0.00263662025662026
2012-06-14,7,0.00116879457970367,0.00705171741989924,0.00258549971459062
2012-06-14,8,0.00108519693246966,0.00590628148809967,0.0029366686521232
2012-06-14,9,0.00115581986945623,0.00595436477800114,0.00277922989104807
2012-06-14,10,0.00123248827339736,0.00632101506465143,0.00276889534162261
2012-06-14,11,0.000834592360955997,0.00604487429578339,0.00298700766882585
2012-06-14,12,0.000767181396272305,0.00569121361030452,0.00310564167473258
2012-06-14,13,0.000925630010175465,0.00548280793189884,0.00287182438636984
2012-06-14,14,0.00115192415556052,0.00562887201250838,0.00256999677363314
2012-06-14,15,0.00117237535055717,0.00588993249447795,0.00266182860546497
2012-06-14,16,0.000975591293773112,0.00809863599136326,0.00312725014270469
2012-06-14,17,0.00132411138411138,0.00812296751296751,0.00291502221229494
2012-06-14,18,0.00130781773509046,0.00815137567319386,0.00268902935993845
2012-06-14,19,0.00107647109919837,0.00825998113816296,0.00239367036457946
2012-06-14,20,0.00195522944432035,0.00559192192192192,0.00287141215595761
2012-06-14,21,0.00178419005782642,0.00569090933909116,0.00248146725237634
2012-06-14,22,0.00181632566450748,0.00549342664979029,0.00231814756905666
2012-06-14,23,0.00159352790807336,0.00497858809222446,0.00230692378328742
2012-06-14,24,0.00153709453254908,0.00479893033529397,0.00260393170029534
2012-06-14,25,0.00134035738217556,0.00425949172312809,0.00211713597895416
2012-06-14,26,0.00112091653637108,0.00424530638076093,0.00238745166654258
2012-06-14,27,0.00102382175563994,0.00351482317027772,0.00243822227185864
2012-06-15,4,0.00122034332193917,0.00610510566630904,0.00205567354474912
2012-06-15,5,0.00112884602909254,0.00594922128795629,0.00201676962998079
2012-06-15,6,0.0011735395094688,0.00624888170862546,0.0020733269293146
2012-06-15,7,0.00105949549639462,0.00646199780433644,0.0024439851293695
2012-06-15,8,0.000978705307018638,0.00552041742558447,0.00230519474038773
2012-06-15,9,0.00123312333142044,0.00512376880660695,0.00193820404700716
2012-06-15,10,0.000794128346515632,0.00574355522842386,0.0018352952917987
2012-06-15,11,0.000774977918610744,0.00552706429801143,0.00183087327528132
2012-06-15,12,0.000907595748396916,0.00465270141470596,0.00213518301354824
2012-06-15,13,0.000700182639287407,0.00435502033483869,0.00203217270889992
2012-06-15,14,0.00119160383243095,0.00445315576735947,0.00196850320616782
2012-06-15,15,0.00109557324284538,0.00462887322537988,0.00201331794705457
2012-06-15,16,0.00146872626562539,0.00632799421143242,0.00216016841737568
2012-06-15,17,0.00110261159210559,0.00606466628408892,0.0020977180069363
2012-06-15,18,0.00128378627211258,0.00665785698245964,0.00216453853639063
2012-06-15,19,0.0013911157963023,0.00616553032760299,0.00260626562538986
2012-06-15,20,0.00123666009630979,0.00496671548691335,0.00135071907981736
2012-06-15,21,0.00114504553506824,0.00467427780134235,0.000650002994086679
2012-06-15,22,0.00130662566431298,0.00420454452456399,0.000647632675465955
2012-06-15,23,0.000929726041068889,0.00424617729983283,0.000843726889393448
2012-06-15,24,0.00114909004715687,0.00386123531026223,0.000616137378677113
2012-06-15,25,0.00114211457371691,0.00347207639911175,0.000876614186980713
2012-06-15,26,0.000921109808128945,0.00320493400533946,0.000964090920432147
2012-06-15,27,0.0011402223109359,0.00305315926046059,0.00111312782255046
2012-06-18,4,0.00127696402449607,0.00633743336721791,0.00249414499293383
2012-06-18,5,0.00159285547814445,0.00657682840354053,0.00271897081794064
2012-06-18,6,0.00182634393672675,0.0073835130042397,0.00265988545359879
2012-06-18,7,0.00160510772816304,0.00782791857783949,0.00296781196538814
2012-06-18,8,0.00159347779733717,0.00704274217142291,0.00372071083232093
2012-06-18,9,0.0014192142910272,0.00673369027843205,0.0036854337639154
2012-06-18,10,0.00121629459747601,0.00716298068579079,0.00370871767535269
2012-06-18,11,0.00108988297423946,0.00649817345597898,0.00380252993826395
2012-06-18,12,0.00148577368408003,0.00672949222720849,0.00420258299655369
2012-06-18,13,0.00152970346862371,0.00596534029206853,0.00357554235985421
2012-06-18,14,0.00129634418466268,0.00617866784023009,0.00363745493764411
2012-06-18,15,0.00122436069719584,0.00613830783725485,0.00330362903825652
2012-06-18,16,0.00153237423449781,0.00881871643567302,0.00365619170406367
2012-06-18,17,0.0017438831725882,0.00819941065628641,0.00318166439392061
2012-06-18,18,0.00176478863461682,0.00815209654625245,0.0030845580541988
2012-06-18,19,0.00169641236704436,0.00817854957478988,0.00342969850990504
2012-06-18,20,0.00216978826271291,0.00685117124934917,0.00396198051223564
2012-06-18,21,0.0020734066397243,0.00645576475838643,0.00379755981454392
2012-06-18,22,0.00200638286266829,0.0066153400441326,0.00370750080579178
2012-06-18,23,0.00201928693625567,0.0058008325688642,0.00364432425061364
2012-06-18,24,0.00155997123943173,0.00549163538541641,0.00313099769419582
2012-06-18,25,0.00136968536930057,0.00475963702179357,0.00267901271911338
2012-06-18,26,0.00140254580616369,0.00431483797386755,0.00245173332011008
2012-06-18,27,0.00117258944288796,0.00381707485185828,0.00225993652840106
2012-06-19,4,0.00182387407517752,0.00684554570733403,0.00249217612592482
2012-06-19,5,0.00181762525448135,0.00762414990813844,0.002573665524604
2012-06-19,6,0.00174719052584537,0.00817187745171061,0.00257524504692388
2012-06-19,7,0.00176369482099409,0.00855483241471771,0.00238185560355529
2012-06-19,8,0.00110565147226774,0.0067879455285764,0.00314733378022742
2012-06-19,9,0.00110920105268385,0.0064821704156115,0.00319837603654601
2012-06-19,10,0.00133755995828989,0.00716081309896221,0.00346068647897115
2012-06-19,11,0.00145521748845524,0.00719881448929937,0.00393452107850439
2012-06-19,12,0.00139239063508615,0.00738107602164954,0.00353110978698049
2012-06-19,13,0.00135340458811262,0.00638671656983961,0.00336396767466111
2012-06-19,14,0.00141207458165748,0.00633190252743433,0.00333985475942202
2012-06-19,15,0.00122364193852724,0.00588783852227022,0.00321819380306867
2012-06-19,16,0.00160366304185908,0.00649639281990168,0.00355903694324445
2012-06-19,17,0.00138260911663936,0.00746093227071851,0.00296561025870202
2012-06-19,18,0.00155761855107006,0.00761383484780774,0.00282667014250956
2012-06-19,19,0.00169567108595263,0.00737609911117732,0.00283421495605541
2012-06-19,20,0.00163229455285764,0.00640492229008392,0.0031399486071801
2012-06-19,21,0.00165244302100402,0.00564646581260241,0.00263186727245643
2012-06-19,22,0.00161914097025672,0.00559655097075327,0.00301765405432246
2012-06-19,23,0.00128390262674413,0.00504784597050499,0.00279425616962113
2012-06-19,24,0.00125189855504245,0.00556423630766175,0.00245798624559313
2012-06-19,25,0.00108007597199464,0.00447037961169869,0.00240821763741993
2012-06-19,26,0.00124558145886092,0.0040564211231938,0.00219674785242564
2012-06-19,27,0.00103039252197229,0.00382030016386117,0.00230343388450271
2012-06-20,4,0.0015632267933539,0.00814461595861108,0.00256728857825092
2012-06-20,5,0.00149558103671276,0.00778161949059795,0.00278496468013133
2012-06-20,6,0.00146915530792956,0.00804539473684211,0.00273559919411004
2012-06-20,7,0.00126554770669585,0.00843735498955328,0.0030146435678042
2012-06-20,8,0.000999109043876231,0.00770600984976619,0.00368520221868471
2012-06-20,9,0.00114937269923391,0.00689529822903194,0.0029265685006467
2012-06-20,10,0.00129819570192021,0.00723269500547209,0.00298468908566312
2012-06-20,11,0.00125416873942891,0.00728091309322456,0.0032086802308228
2012-06-20,12,0.00148230723311113,0.00727574445328823,0.0032040155208437
2012-06-20,13,0.00116095164660233,0.00641441970948164,0.00273969853745896
2012-06-20,14,0.00127400706397373,0.00689007660929261,0.00258538528504626
2012-06-20,15,0.00117381429708487,0.00664976445129838,0.00249153566809273
2012-06-20,16,0.00149052979803005,0.0093881835140782,0.00298109416973436
2012-06-20,17,0.00157172296288926,0.00906233160879514,0.00282935230325341
2012-06-20,18,0.00169323176798329,0.009130811610785,0.002762447020197
2012-06-20,19,0.00184472987762412,0.00830588971246642,0.00276363570788976
2012-06-20,20,0.00181973883195702,0.00727145458163367,0.0035260334792558
2012-06-20,21,0.00189072803701124,0.00711546114814446,0.0030709347328624
2012-06-20,22,0.00170021067555467,0.00687199805989454,0.00291800144264252
2012-06-20,23,0.0015578066859019,0.00641123793652373,0.00301319520445727
2012-06-20,24,0.00193011068550393,0.00680711446622227,0.00258736991344145
2012-06-20,25,0.00153289498557358,0.00649152870361158,0.00251104317978311
2012-06-20,26,0.00147181673465327,0.00574364739826883,0.0025563409113521
2012-06-20,27,0.00132749701522237,0.00497533230524326,0.00245695328823003
2012-06-21,4,0.00161332282956604,0.00704437089050443,0.00248113440686798
2012-06-21,5,0.00176997493983078,0.00736005384214575,0.0024996910899933
2012-06-21,6,0.00185889511947001,0.00741797484058259,0.00261773267498697
2012-06-21,7,0.00201941443564995,0.00749945686425328,0.00255003300002481
2012-06-21,8,0.00128252065603057,0.00681278912239784,0.00281042676723817
2012-06-21,9,0.00130563878619458,0.00647454110115872,0.00265310597226013
2012-06-21,10,0.00159245887402923,0.00710783068257946,0.00298251643798228
2012-06-21,11,0.0016105396620599,0.00693564796665261,0.00299232985137583
2012-06-21,12,0.00150656129816639,0.00704240900181128,0.00273512195121951
2012-06-21,13,0.00128589980894723,0.00691841004391733,0.00242851499888346
2012-06-21,14,0.00158183981341339,0.00715048780487805,0.0022629717390765
2012-06-21,15,0.00182535220703173,0.00719628166637719,0.00248204203161055
2012-06-21,16,0.00208311515271816,0.00887788725405057,0.00319404907823239
2012-06-21,17,0.00187881100662482,0.00927134654988462,0.00309239783638935
2012-06-21,18,0.00187399771729152,0.00925442051460189,0.00293320497233457
2012-06-21,19,0.00229960226285884,0.0091985591643302,0.00308878520209414
2012-06-21,20,0.00225363397265712,0.00669095427139419,0.00298189861796889
2012-06-21,21,0.00194776046448155,0.00651624717762946,0.00294879835247996
2012-06-21,22,0.00158564350048384,0.00603013944371387,0.00276849117931668
2012-06-21,23,0.00156498697367442,0.00546559983127807,0.00287202094136913
2012-06-21,24,0.00146110959481924,0.00533919931518746,0.00221737066719599
2012-06-21,25,0.00118144654244101,0.00534203632483934,0.00236849911917227
2012-06-21,26,0.00129183509912413,0.00454476292087438,0.00217817705877974
2012-06-21,27,0.00135645609507977,0.00404845296876163,0.00189176909907451
2012-06-22,4,0.00162079225090423,0.00698444606847347,0.00253209978694941
2012-06-22,5,0.00163989223604023,0.00671761531982361,0.002812834811475
2012-06-22,6,0.00145377570232374,0.00718051156914235,0.00244162389139375
2012-06-22,7,0.0013481204479017,0.00742032775107764,0.00274808279244909
2012-06-22,8,0.00130142719120052,0.00602312317296735,0.00294155700341872
2012-06-22,9,0.00121189788435812,0.00594688029529802,0.00298352152801863
2012-06-22,10,0.00123027250656493,0.00622414977951742,0.00267744364068771
2012-06-22,11,0.00135457934895704,0.00632043898330278,0.00280701184164891
2012-06-22,12,0.00168003740771937,0.00656464772333152,0.00291878858445226
2012-06-22,13,0.00206339617499876,0.00636291160877967,0.0028103341921419
2012-06-22,14,0.00224544567210028,0.0062013476688302,0.00234260243769509
2012-06-22,15,0.00227950453351831,0.0060055331219343,0.00233434771837685
2012-06-22,16,0.00213633577763464,0.00832699697765446,0.00271400138730615
2012-06-22,17,0.00233514987861071,0.00755900708517069,0.00272584501808453
2012-06-22,18,0.00232511321409107,0.00797110984491899,0.00251997126294406
2012-06-22,19,0.002810175890601,0.00754182083932022,0.00196371500767973
2012-06-22,20,0.0028057387405242,0.00690727171381856,0.00263125402566516
2012-06-22,21,0.002759952682951,0.0063114574146559,0.00199994624188674
2012-06-22,22,0.00234739979190408,0.00665274736164099,0.00214137591041966
2012-06-22,23,0.00308292052717634,0.00744993732349007,0.00213164073725412
2012-06-22,24,0.00369671753455879,0.00700119333102116,0.00210912921765843
2012-06-22,25,0.00463017539513452,0.00684168161323886,0.00246591909032354
2012-06-22,26,0.00439471956597136,0.00642136352375762,0.00205966531239162
2012-06-22,27,0.00424894787692613,0.00559249838973393,0.00198147351731655
2012-06-25,4,0.00149124934461838,0.00733075050558011,0.00307278930417197
2012-06-25,5,0.00129337627643373,0.0073361079070232,0.00287124310288867
2012-06-25,6,0.00112579806756048,0.00726145931640576,0.0028019973535066
2012-06-25,7,0.00143621751179687,0.00743103437944723,0.00292278156442713
2012-06-25,8,0.00146231593139091,0.00721859261478541,0.00354339500162285
2012-06-25,9,0.00165951863780491,0.0068793713329838,0.00358061543454922
2012-06-25,10,0.00120942201582903,0.00710486280678102,0.00348009537362994
2012-06-25,11,0.00141415923900831,0.00701488852270741,0.00340273437695054
2012-06-25,12,0.0014250705315457,0.00630775921903478,0.00369115621801114
2012-06-25,13,0.0010787189473947,0.00579745886700122,0.00305550920030959
2012-06-25,14,0.00153871969640227,0.00626705340423938,0.00369851396899109
2012-06-25,15,0.00165035453024742,0.00611804434124785,0.00364741966893866
2012-06-25,16,0.0016019439243003,0.00735446009038025,0.00334834644096572
2012-06-25,17,0.00154689111926697,0.00722652460489851,0.00319066212268744
2012-06-25,18,0.00132378273787232,0.00643837340523806,0.00390061668289516
2012-06-25,19,0.00116620652635258,0.0062765440790952,0.00343843432452001
2012-06-25,20,0.00150895862981549,0.00644587296831698,0.00376009587296832
2012-06-25,21,0.00173528499737847,0.00634869597782938,0.00316149976281427
2012-06-25,22,0.00179677127805658,0.00612827328789354,0.00351973235463012
2012-06-25,23,0.00149846778019125,0.00561822535140938,0.00338096197538262
2012-06-25,24,0.00161946945297481,0.00486898983846404,0.00308647217436896
2012-06-25,25,0.00109406835942376,0.00454579107682321,0.00297905375377625
2012-06-25,26,0.000854774423888348,0.00447981549446983,0.00257003370534042
2012-06-25,27,0.00064977180236187,0.00439561905475245,0.00252032307192969
2012-06-26,4,0.00168756892355074,0.00604030500223536,0.00286093785703641
2012-06-26,5,0.00151575579951319,0.00609261387909195,0.00282905866573941
2012-06-26,6,0.00156053996324077,0.0065240688490388,0.0029382444985346
2012-06-26,7,0.00128683746460683,0.00660431796731409,0.00293498782971536
