date,time_block_15,show_index,foreign_policy,economy,crime,horse_race
15495,4,6,0.10880350000000001,0.111703,0.2640241,0.3258376666666667
15495,5,6,0.16972446,0.071688,0.176016,0.0012556
15495,6,6,0.19154433333333334,0.11644273333333334,0.2881305,0.006184266666666666
15495,7,6,0.03849378333333334,0.0490475,0.3338333333333333,0.051955666666666664
15495,8,11,0.002066,0.23020000000000002,0.0186774,0.5922000000000001
15495,9,2,0.04065792925925926,0.2189434388888889,0.12438129351851852,0.42526761296296295
15495,10,2,0.04065792925925926,0.2189434388888889,0.12438129351851852,0.42526761296296295
15495,11,2,0.04065792925925926,0.2189434388888889,0.12438129351851852,0.42526761296296295
15495,12,7,0.0016543333333333334,0.4902666666666667,0.02257408333333333,0.48150000000000004
15495,13,7,0.0018318333333333333,0.16171183333333333,0.013797166666666666,0.8028
15495,14,7,0.0523795,0.45072666666666666,0.14486116666666668,0.31897
15495,15,7,0.017031,0.19325683333333332,0.060831833333333335,0.4478788333333333
15495,16,10,0.0037254833333333335,0.25199516666666666,0.09233605,0.57655
15495,17,10,0.022279166666666666,0.2049455,0.07127233333333333,0.6416
15495,18,10,0.019370833333333334,0.020760999999999998,0.40355,0.5151666666666667
15495,19,10,0.02797583333333333,0.062075,0.08821766666666665,0.2495695
15495,20,11,0.002066,0.23020000000000002,0.0186774,0.5922000000000001
15495,21,2,0.04065792925925926,0.2189434388888889,0.12438129351851852,0.42526761296296295
15495,22,2,0.04065792925925926,0.2189434388888889,0.12438129351851852,0.42526761296296295
15495,23,2,0.04065792925925926,0.2189434388888889,0.12438129351851852,0.42526761296296295
15495,24,7,0.0016543333333333334,0.4902666666666667,0.02257408333333333,0.48150000000000004
15495,25,7,0.0018318333333333333,0.16171183333333333,0.013797166666666666,0.8028
15495,26,7,0.0523795,0.45072666666666666,0.14486116666666668,0.31897
15495,27,7,0.017031,0.19325683333333332,0.060831833333333335,0.4478788333333333
15496,4,6,0.0121655,0.15296183333333332,0.3735463333333333,0.3635448333333333
15496,5,6,0.12409150000000001,0.059643166666666664,0.11438833333333333,0.026165433333333335
15496,6,6,0.023537933333333334,0.10405483333333333,0.26419328333333336,0.19180816666666667
15496,7,6,0.0464906,0.1618722,0.09877079999999999,0.29138
15496,8,11,0.061245,0.16472875,0.195475,0.2629
15496,9,2,0.022009089814814815,0.23223443703703703,0.0868625787037037,0.4853276907407407
15496,10,2,0.022009089814814815,0.23223443703703703,0.0868625787037037,0.4853276907407407
15496,11,2,0.022009089814814815,0.23223443703703703,0.0868625787037037,0.4853276907407407
15496,12,7,0.0013134166666666667,0.2145135,0.009460416666666667,0.71735
15496,13,7,0.005417,0.42428083333333333,0.06522891666666666,0.4252666666666667
15496,14,7,0.012418333333333333,0.37246666666666667,0.007631499999999999,0.5405
15496,15,7,0.0016168333333333334,0.19946683333333334,0.032383833333333334,0.6379166666666667
15496,16,10,0.017795166666666667,0.3855,0.025374833333333333,0.56185
15496,17,10,0.0016621666666666668,0.23385,0.0156345,0.7338333333333333
15496,18,10,0.0042692500000000005,0.09245616666666666,0.04370383333333333,0.7098
15496,19,10,0.0021303333333333335,0.2389685,0.007555166666666667,0.68965
15496,20,11,0.061245,0.16472875,0.195475,0.2629
15496,21,2,0.022009089814814815,0.23223443703703703,0.0868625787037037,0.4853276907407407
15496,22,2,0.022009089814814815,0.23223443703703703,0.0868625787037037,0.4853276907407407
15496,23,2,0.022009089814814815,0.23223443703703703,0.0868625787037037,0.4853276907407407
15496,24,7,0.0013134166666666667,0.2145135,0.009460416666666667,0.71735
15496,25,7,0.005417,0.42428083333333333,0.06522891666666666,0.4252666666666667
15496,26,7,0.012418333333333333,0.37246666666666667,0.007631499999999999,0.5405
15496,27,7,0.0016168333333333334,0.19946683333333334,0.032383833333333334,0.6379166666666667
15497,4,6,0.13959828333333335,0.31418833333333335,0.0766934,0.17417883333333334
15497,5,6,0.07813441666666666,0.07608158333333334,0.12790325,0.059538
15497,6,6,0.30550611666666666,0.2737596666666667,0.07124216666666666,0.10566883333333334
15497,7,6,0.11254833333333333,0.09185988333333334,0.21097166666666667,0.03771488333333334
15497,8,11,0.0014204999999999999,0.39039999999999997,0.016896166666666667,0.5052833333333333
15497,9,11,0.012947,0.06253983333333334,0.4673903333333333,0.36442433333333335
15497,10,11,0.016067166666666667,0.06520066666666667,0.42378333333333335,0.20295666666666667
15497,11,11,0.032288833333333336,0.156351,0.13973533333333332,0.12436716666666667
15497,12,7,0.0215305,0.31070833333333336,0.021853499999999998,0.6345666666666666
15497,13,7,0.017891916666666667,0.40965266666666666,0.027913333333333335,0.5072305
15497,14,7,0.0782885,0.3903716666666667,0.013029916666666667,0.28720666666666667
15497,15,7,0.002047666666666667,0.2516185,0.19562016666666668,0.3468833333333333
15497,16,10,0.2781786666666667,0.23676666666666668,0.02613225,0.45143683333333334
15497,17,10,0.249798,0.1247365,0.5191735,0.10504716666666666
15497,18,10,0.10157933333333333,0.2762945,0.3068075,0.188092
15497,19,10,0.0017806666666666665,0.44514983333333336,0.07159216666666667,0.17428666666666667
15497,20,11,0.0014204999999999999,0.39039999999999997,0.016896166666666667,0.5052833333333333
15497,21,11,0.012947,0.06253983333333334,0.4673903333333333,0.36442433333333335
15497,22,11,0.016067166666666667,0.06520066666666667,0.42378333333333335,0.20295666666666667
15497,23,11,0.032288833333333336,0.156351,0.13973533333333332,0.12436716666666667
15497,24,7,0.0215305,0.31070833333333336,0.021853499999999998,0.6345666666666666
15497,25,7,0.017891916666666667,0.40965266666666666,0.027913333333333335,0.5072305
15497,26,7,0.0782885,0.3903716666666667,0.013029916666666667,0.28720666666666667
15497,27,7,0.002047666666666667,0.2516185,0.19562016666666668,0.3468833333333333
15498,4,6,0.33543,0.23328833333333335,0.24735166666666666,0.0015922833333333333
15498,5,6,0.12645225000000002,0.093275,0.20152316666666667,0.06831033333333333
15498,6,6,0.05456991666666667,0.1970245,0.21005683333333333,0.22238466666666667
15498,7,6,0.28120016666666664,0.07035521666666666,0.19414266666666666,0.0021541666666666666
15498,8,11,0.07271783333333333,0.0441435,0.5875961666666667,0.2829075
15498,9,11,0.3928525,0.142122,0.11823366666666667,0.316989
15498,10,11,0.04851891666666667,0.18011,0.2395285,0.4945
15498,11,11,0.17389216666666668,0.0549965,0.463758,0.14953
15498,12,7,0.5333931666666667,0.03387366666666667,0.13299883333333334,0.29826083333333336
15498,13,7,0.03599,0.23800625,0.17084366666666667,0.54935
15498,14,7,0.028333166666666666,0.24014999999999997,0.20480533333333334,0.5227666666666666
15498,15,7,0.0019005,0.19271666666666668,0.013031916666666667,0.7355499999999999
15498,16,10,0.06370833333333334,0.15772833333333333,0.5219953333333334,0.25540978333333336
15498,17,10,0.0016066666666666666,0.2867166666666667,0.007209166666666667,0.66525
15498,18,10,0.11054033333333334,0.7178333333333333,0.007337833333333333,0.162254
15498,19,10,0.002171,0.4493046666666667,0.12996983333333334,0.09160783333333333
15498,20,11,0.07271783333333333,0.0441435,0.5875961666666667,0.2829075
15498,21,11,0.3928525,0.142122,0.11823366666666667,0.316989
15498,22,11,0.04851891666666667,0.18011,0.2395285,0.4945
15498,23,11,0.17389216666666668,0.0549965,0.463758,0.14953
15498,24,7,0.5333931666666667,0.03387366666666667,0.13299883333333334,0.29826083333333336
15498,25,7,0.03599,0.23800625,0.17084366666666667,0.54935
