household_id,zip,dma_code,timezone,r_prop
00000196,18058,577,1,0.16493562616910923
00000335,18431,577,1,0.6237740324512139
00000555,18431,577,1,0.6243142280658277
00000564,18431,577,1,0.19299120389163973
00001000,18324,577,1,0.03572871350533026
00001117,18324,577,1,0.03572871350533026
00001286,18324,577,1,0.03572871350533026
00002170,18324,577,1,0.4635186674416273
00002555,16922,514,1,0.5462359244574964
00002576,16922,514,1,0.30298518398218266
00003390,16912,565,1,0.062450836900848634
00003554,16901,565,1,0.7336103432248536
00003630,16901,565,1,0.08735513307094095
00003631,16901,565,1,0.7719898638220238
00003727,16901,565,1,0.5290543755243128
00003950,16901,565,1,0.6041392320481512
00004199,16901,565,1,0.18345727931593697
00004222,16901,565,1,0.7023481975154107
00004404,16935,565,1,0.38769226828617465
00004516,18210,577,1,0.5962176453590587
00004652,17020,566,1,0.7921017264570275
00004861,18353,577,1,0.606438349253718
00005066,18347,577,1,0.6506173993954932
00005088,17517,566,1,0.7737715537523925
00005166,17545,566,1,0.7599086269928791
00005295,18337,501,1,0.07095464402401247
00005542,18301,577,1,0.49316738518577774
00005552,17960,577,1,0.750759216368974
00005888,18405,577,1,0.6534697176994644
00005972,18426,577,1,0.5015491964190317
00005985,18655,577,1,0.010148486993927612
00006054,18235,577,1,0.46220542968013933
00006171,18328,501,1,0.642687667477891
00006249,18301,577,1,0.5233978804470952
00006257,17543,566,1,0.6085063589093431
00006546,18328,501,1,0.0938000369844861
00006719,17522,566,1,0.27411300386547865
00006727,18405,577,1,0.2251015027566401
00006766,17543,566,1,0.17449312365002917
00006936,18229,577,1,0.17069403720776014
00007224,18655,577,1,0.9300890642987142
00007272,17545,566,1,0.7396259064463067
00007466,18071,577,1,0.38276376161178616
00007889,17517,566,1,0.7375994945437452
00008797,18424,577,1,0.08131101478279999
00008923,18445,577,1,0.6786538652920507
00009034,18424,577,1,0.6628477654926876
00009233,18424,577,1,0.1650700058154017
00009243,18445,577,1,0.6665045248548801
00009379,18229,577,1,0.5559409224731303
00009503,17020,566,1,0.7947368185798659
00009551,18240,577,1,0.5456657783140398
00009749,17370,566,1,0.5624942455083888
00009935,18301,577,1,0.49316738518577774
00010028,18337,501,1,0.9253177745204344
00010072,18337,501,1,0.15890231878445302
00010082,17543,566,1,0.5503401524893177
00010162,18337,501,1,0.11202296430825225
00010178,18428,501,1,0.6806379578443446
00010822,17543,566,1,0.6806457453780806
00010911,17020,566,1,0.7450647358978324
00011003,18337,501,1,0.6821913756329677
00011018,17020,566,1,0.15505905749443993
00011095,17545,566,1,0.9612784609962378
00011122,18210,577,1,0.5310717258696904
00011326,17053,566,1,0.7069651246543303
00011503,17543,566,1,0.5441782317692452
00011590,17960,577,1,0.9668691916875329
00011653,18250,577,1,0.05459863566016251
00011936,18328,501,1,0.1916393077009751
00011956,18328,501,1,0.6662886177840867
00012195,18328,501,1,0.0777919018619709
00012386,17543,566,1,0.2513373399212252
00012418,17555,566,1,0.6869144198132592
00012452,17020,566,1,0.2880384764223993
00012871,17545,566,1,0.8303207526025774
00012897,17555,566,1,0.9743208246100878
00012930,18066,504,1,0.6296048835876681
00012976,18038,504,1,0.43201049777629924
00013421,19565,566,1,0.8925571256860436
00013644,18229,577,1,0.6641756004794734
00013936,17545,566,1,0.7181181729388546
00014148,18066,504,1,0.6254588618004228
00014243,18435,501,1,0.5566142441611963
00014269,17545,566,1,0.9488062211873072
00014310,17370,566,1,0.581692847396507
00014399,18428,501,1,0.9442171187057452
00014577,18337,501,1,0.5870596912005289
00014865,17517,566,1,0.8379645002345287
00014868,17543,566,1,0.22161406205813355
00014900,18066,504,1,0.5873527497561116
00015153,17517,566,1,0.7189717291120317
00015650,17540,566,1,0.6977524086470753
00015846,18445,577,1,0.08979041974936414
00015879,17020,566,1,0.16282755017442288
00016068,18337,501,1,0.5307471583917212
00016248,17543,566,1,0.17058187641277775
00016406,18353,577,1,0.6306423530284219
00016477,18342,577,1,0.5962176453590587
00016547,17543,566,1,0.5485228970749116
00016766,18324,577,1,0.04751086072231514
00016770,18066,504,1,0.6071649494963587
00016977,17319,566,1,0.9648817634844188
00017133,18335,577,1,0.06866394343816602
00017146,18657,577,1,0.5940626794531667
00017160,18210,577,1,0.5608319860422809
00017229,18426,577,1,0.20560258179260346
00018444,17960,577,1,0.2309615920681322
00018494,18337,501,1,0.19943540003620272
00018514,18337,501,1,0.6143651299575688
00018558,18428,501,1,0.7491143680156922
00018573,18301,577,1,0.45242219124600136
00018940,18328,501,1,0.6615940517189166
00018955,17070,566,1,0.5644377127209439
00019210,17543,566,1,0.6192595795765773
00019418,18458,501,1,0.49223470202276737
00019510,18426,577,1,0.6013229199536334
00019545,17319,566,1,0.6128671327023063
00019924,17578,566,1,0.7871823104832782
00020050,18325,577,1,0.09632179494015797
00020138,18353,577,1,0.6306423530284219
00020241,18425,501,1,0.5698866727167707
00020597,18088,504,1,0.48788576789004
00020783,17517,566,1,0.97267288228097315
00020824,18372,577,1,0.3391833958969645
00020924,18350,577,1,0.5022585290728969
00020992,18458,501,1,0.6165573372053621
00021258,18337,501,1,0.007986287798821684
00021271,18080,504,1,0.9056467939679382
00021308,18328,501,1,0.6591563558022285
00021375,18088,504,1,0.44398868252877544
00021667,16901,565,1,0.9715784190677119
00022517,17090,566,1,0.7909387162941058
00022678,17319,566,1,0.48281598754379135
00022925,18337,501,1,0.9089187150895882
00022990,18372,577,1,0.5011946967454406
00023021,17517,566,1,0.8040017735535342
00023114,17070,566,1,0.6759593830998379
00023300,18210,577,1,0.3681164676440265
00023447,17522,566,1,0.5195231306866007
00023544,18328,501,1,0.6056243920315472
00023699,18347,577,1,0.6153001988503923
00023901,17522,566,1,0.2780834511124317
00023913,17543,566,1,0.5810566167895455
00024074,18235,577,1,0.22218530700278347
00024309,17545,566,1,0.7384453577304272
00024409,18360,577,1,0.08036760274993003
00024627,17522,566,1,0.667452796735556
00024778,18435,501,1,0.505878970714673
00024876,18438,577,1,0.14054562392058012
00025079,17522,566,1,0.6844538180179437
00025258,17545,566,1,0.6876067515752041
00025500,18252,577,1,0.7352921027456957
00025575,17315,566,1,0.5732847433537929
00025595,17543,566,1,0.051035524248819006
00025645,17545,566,1,0.7921520847815137
00025680,17543,566,1,0.6638422802127589
00025862,19565,566,1,0.6911418077561506
00025896,18657,577,1,0.61823320675180915
00026065,18235,577,1,0.4449451478005889
00026069,18424,577,1,0.6590410150344348
00026284,18066,504,1,0.5809364375199647
00026343,17522,566,1,0.41748032945891134
00026426,18438,577,1,0.453653442771821
00026640,18346,577,1,0.06866394343816602
00026689,18458,501,1,0.5950734319766661
00026769,17545,566,1,0.20294917912238422
00026896,18080,504,1,0.5968555109489933
00026917,17370,566,1,0.6884720517397007
00027021,17068,566,1,0.7644499719614725
00027336,17020,566,1,0.6580293176346506
00027408,18335,577,1,0.5962176453590587
00027429,17578,566,1,0.25598089666459156
00027466,18328,501,1,0.12861654898544042
00027568,17517,566,1,0.7586327881521788
00027748,18426,577,1,0.5625538599975558
00028033,18301,577,1,0.37518619635366035
00028088,18328,501,1,0.1401430040818349
00028259,18229,577,1,0.38903946111506643
00028400,18080,504,1,0.4350801797407626
00028804,18621,577,1,0.12542269168137923
00029047,18235,577,1,0.4823287802442147
00029163,18067,504,1,0.09672319982263579
00029319,17517,566,1,0.7285207718883561
00029415,18229,577,1,0.04502969419586454
00029464,17522,566,1,0.6672726844815365
00029567,18424,577,1,0.5061044379700482
00029663,18466,577,1,0.030968817051169113
00030094,18335,577,1,0.6322396344490944
00030169,18252,577,1,0.4998778895907715
00030784,17339,566,1,0.7364065693732842
00030877,18426,577,1,0.5014875837507174
00030915,18438,577,1,0.6719334197985568
00031459,18445,577,1,0.593066259966281
00031515,18431,577,1,0.49683910460828784
00031631,18328,501,1,0.9184346064108763
00031944,17545,566,1,0.6521936162048705
00032014,19529,504,1,0.625740095026948
00032186,18614,577,1,0.6417650570529824
00032354,18071,577,1,0.6133136535461221
00032705,17519,566,1,0.7784202814719918
00032767,18071,577,1,0.109044643937634
00032899,17517,566,1,0.7960918147513125
00032940,18435,501,1,0.40168820863464916
00032974,18210,577,1,0.6322396344490944
00032991,17522,566,1,0.6932714479848325
00033135,18302,577,1,0.2871891642984673
00033254,17522,566,1,0.18156467934669443
00033342,18038,504,1,0.6433325848995579
00033391,18405,577,1,0.6205681448655193
00033436,18466,577,1,0.0019520779346578713
00033564,17545,566,1,0.8188444563403049
00033687,18330,577,1,0.3788871970683565
00033845,18337,501,1,0.6351405263787759
00034360,18612,577,1,0.9238056981191359
00034787,18426,577,1,0.6702557516670375
00034887,18405,577,1,0.07982259960074985
00034945,17522,566,1,0.0063850831467459415
00035143,18080,504,1,0.7119134961535446
00035558,19501,566,1,0.5184345184580904
00035595,19501,566,1,0.1323665411829404
00035687,17501,566,1,0.12445404679952414
00035783,17501,566,1,0.962542570140135
00035949,17501,566,1,0.748720424337767
00036497,18342,577,1,0.6322396344490944
00036634,18428,501,1,0.6574905034658155
00036640,18428,501,1,0.7375788189759408
00036951,18030,577,1,0.48816716848840763
00037504,19540,566,1,0.7317484648004955
00037537,17517,566,1,0.7073912290536284
00037624,17517,566,1,0.7602948777104129
00037653,17517,566,1,0.6626488508014124
00037818,18330,577,1,0.5546596566809338
00038240,18322,577,1,0.04282996027754304
00038301,18353,577,1,0.21592688305187335
00039802,17578,566,1,0.9639355123609609
00040037,17578,566,1,0.7490959478700161
00040044,17578,566,1,0.7534482737954773
00040088,17090,566,1,0.7680875578559363
00040089,17090,566,1,0.7322004732203488
00040123,17090,566,1,0.8347463781904689
00040225,18218,577,1,0.1510407330020633
00040331,18218,577,1,0.151958752740309
00040368,18218,577,1,0.3567745546468305
00040383,18218,577,1,0.32782587996042595
00040503,18218,577,1,0.2843823845346922
00040561,18632,577,1,0.660969545964443
00040773,18346,577,1,0.6322396344490944
00041579,18466,577,1,0.21837312428904293
00041778,18466,577,1,0.046048623237263525
00041826,18466,577,1,0.366005351146327
00041912,18466,577,1,0.33985410922975057
00042480,18466,577,1,0.33469867319746727
00042729,18612,577,1,0.6921543149915089
00042811,18443,577,1,0.694269964087951
