moment,se
FNC_block_116,0.00034979632487794
MSNBC_block_116,0.000187754345875228
CNN_block_117,0.00018204201188349
FNC_block_117,0.00033457989116359
MSNBC_block_117,0.000183060254563476
CNN_block_118,0.00016730952938799
FNC_block_118,0.000293383497685864
MSNBC_block_118,0.000178892498115007
CNN_block_119,0.000140567197862058
FNC_block_119,0.00028970879539214
MSNBC_block_119,0.000192072817459654
CNN_block_120,0.000146787504320636
FNC_block_120,0.000301116035099715
MSNBC_block_120,0.000209366621995391
CNN_block_121,0.000178187616476846
FNC_block_121,0.000404698963965468
MSNBC_block_121,0.000214989059274509
CNN_block_122,0.000176052740875493
FNC_block_122,0.000406082458122337
MSNBC_block_122,0.000221067737282932
CNN_block_123,0.000174188449323741
FNC_block_123,0.000419773997653477
MSNBC_block_123,0.000231471214483807
CNN_block_124,0.000166633947528801
FNC_block_124,0.000434011558217588
MSNBC_block_124,0.000226536283498668
CNN_block_125,0.000165505922127785
FNC_block_125,0.000403758905319502
MSNBC_block_125,0.000259060707518153
CNN_block_126,0.000180169088871164
FNC_block_126,0.000390214926321132
MSNBC_block_126,0.000259122224518805
CNN_block_127,0.000162948760447713
FNC_block_127,0.000396131378218079
MSNBC_block_127,0.000272198445184912
CNN_block_128,0.000158591271944839
FNC_block_128,0.000391847617222747
MSNBC_block_128,0.000263470524312095
CNN_block_129,0.000171331589098584
FNC_block_129,0.000381430644664125
MSNBC_block_129,0.000268412382966985
CNN_block_130,0.000191570975133462
FNC_block_130,0.000367649279296106
MSNBC_block_130,0.000275591729488124
CNN_block_131,0.00018815077511525
FNC_block_131,0.000381027523109538
MSNBC_block_131,0.000270801953952259
CNN_block_132,0.000194264695923623
FNC_block_132,0.00035820383497366
MSNBC_block_132,0.000264790911202243
CNN_block_133,0.000203398796465809
FNC_block_133,0.00044210437784625
MSNBC_block_133,0.000257345273742098
CNN_block_134,0.000211731915074526
FNC_block_134,0.000437164438381941
MSNBC_block_134,0.000250135131343299
CNN_block_135,0.000204736304246248
FNC_block_135,0.000441528195249885
MSNBC_block_135,0.000259905714741031
CNN_block_136,0.000185740507630732
FNC_block_136,0.000422892387706177
MSNBC_block_136,0.00025295867608577
CNN_block_137,0.00023381690937461
FNC_block_137,0.000406369687828581
MSNBC_block_137,0.000269195973517316
CNN_block_138,0.000224155055739422
FNC_block_138,0.000390112770177029
MSNBC_block_138,0.00025706651560633
CNN_block_139,0.000212873108103732
FNC_block_139,0.000376668456741386
MSNBC_block_139,0.000248424559102074
CNN_block_140,0.000199079442098339
FNC_block_140,0.000361550649014281
MSNBC_block_140,0.000246625019969188
CNN_block_141,0.00021570818565856
FNC_block_141,0.000340714465778612
MSNBC_block_141,0.000209746561291725
CNN_block_142,0.000203177904593874
FNC_block_142,0.000326921721715322
MSNBC_block_142,0.000209666115382585
CNN_block_143,0.000173363460126305
FNC_block_143,0.000333896502008202
MSNBC_block_143,0.000215100323140861
CNN_block_144,0.000156019752468259
FNC_block_144,0.000297923568658288
MSNBC_block_144,0.000210543144415596
CNN_block_145,0.000183601474286184
FNC_block_145,0.000399113903969278
MSNBC_block_145,0.000246765418132303
CNN_block_146,0.000161450906939031
FNC_block_146,0.000412856165227455
MSNBC_block_146,0.000242838074817605
CNN_block_147,0.000177675945873494
FNC_block_147,0.000426427054883108
MSNBC_block_147,0.000245956281763084
CNN_block_148,0.000194314969894711
FNC_block_148,0.00044395563903941
MSNBC_block_148,0.000268327526058133
CNN_block_149,0.000190384040144621
FNC_block_149,0.000409337659443951
MSNBC_block_149,0.000273535805476233
CNN_block_150,0.000163496340493099
FNC_block_150,0.00040462004313965
MSNBC_block_150,0.00027249128303288
CNN_block_151,0.000172134016732871
FNC_block_151,0.000398256552543793
MSNBC_block_151,0.000277867920444854
CNN_block_152,0.00016549339493993
FNC_block_152,0.000381944114734593
MSNBC_block_152,0.000275099400433442
CNN_block_153,0.000173325272700473
FNC_block_153,0.000390218198775333
MSNBC_block_153,0.000273880209098325
CNN_block_154,0.000175937961086909
FNC_block_154,0.00037601969235376
MSNBC_block_154,0.000272968656907885
CNN_block_155,0.000199103190883292
FNC_block_155,0.000374589943206412
MSNBC_block_155,0.000258295858357876
CNN_block_156,0.000172199460109818
FNC_block_156,0.000383164609551454
MSNBC_block_156,0.000264722954378401
CNN_block_157,0.000190542861233713
FNC_block_157,0.00043052868275936
MSNBC_block_157,0.000266244168183844
CNN_block_158,0.000196066668745006
FNC_block_158,0.000427082446442171
MSNBC_block_158,0.000257550695067007
CNN_block_159,0.00019951697847166
FNC_block_159,0.00042938448892312
MSNBC_block_159,0.000255491584005935
CNN_block_160,0.000197070132087166
FNC_block_160,0.00041676779675851
MSNBC_block_160,0.000250243090710398
CNN_block_161,0.000196927048018999
FNC_block_161,0.000369807575931066
MSNBC_block_161,0.000249246469346724
CNN_block_162,0.000182757363009512
FNC_block_162,0.000345964252506386
MSNBC_block_162,0.000235989240938678
CNN_block_163,0.000169535720006571
FNC_block_163,0.000337756014479503
MSNBC_block_163,0.000216429717200851
CNN_block_164,0.000172382967827086
FNC_block_164,0.000334347165739968
MSNBC_block_164,0.000216394770385586
CNN_block_165,0.000159418979711762
FNC_block_165,0.000341049315080095
MSNBC_block_165,0.000232113957750765
CNN_block_166,0.000181780282224613
FNC_block_166,0.000306487353034224
MSNBC_block_166,0.000228372068686015
CNN_block_167,0.000146658090995973
FNC_block_167,0.00030283768299025
MSNBC_block_167,0.000205600519061281
CNN_block_168,0.000143611193538473
FNC_block_168,0.000296770897791966
MSNBC_block_168,0.000211757588153465
CNN_block_169,0.00020034384086374
FNC_block_169,0.000425683287142055
MSNBC_block_169,0.000243023200354424
CNN_block_170,0.000195285429733501
FNC_block_170,0.000416844156552907
MSNBC_block_170,0.000244621967117112
CNN_block_171,0.000164388180154047
FNC_block_171,0.000435972763072865
MSNBC_block_171,0.000237969372578045
CNN_block_172,0.000180857995422204
FNC_block_172,0.000436496904609618
MSNBC_block_172,0.00025686977907817
CNN_block_173,0.00015580869246755
FNC_block_173,0.00040963077520335
MSNBC_block_173,0.000275837422452263
CNN_block_174,0.000181891027912689
FNC_block_174,0.000402748513046588
MSNBC_block_174,0.000276249840907256
CNN_block_175,0.000175328858746954
FNC_block_175,0.000414975085158978
MSNBC_block_175,0.000271785839830718
CNN_block_176,0.000152631451887511
FNC_block_176,0.000411387615647868
MSNBC_block_176,0.000277428059016578
CNN_block_177,0.000160316853575794
FNC_block_177,0.000391395976583951
MSNBC_block_177,0.000274315815230714
CNN_block_178,0.000160535115877741
FNC_block_178,0.000371242831319978
MSNBC_block_178,0.000252401806731183
CNN_block_179,0.000167239361799651
FNC_block_179,0.000387694873310904
MSNBC_block_179,0.000247248515717832
CNN_block_180,0.000198346092226157
FNC_block_180,0.000372160785650108
MSNBC_block_180,0.000251031105611137
CNN_block_181,0.000213936292724895
FNC_block_181,0.000434562311532564
MSNBC_block_181,0.000265224954341042
CNN_block_182,0.000215645798060738
FNC_block_182,0.000428840212246826
MSNBC_block_182,0.000253810072095792
CNN_block_183,0.000191791590320191
FNC_block_183,0.000435485857313033
MSNBC_block_183,0.000248890897648772
CNN_block_184,0.00019741567396125
FNC_block_184,0.000437619839717901
MSNBC_block_184,0.000251905568784394
CNN_block_185,0.00018573410389668
FNC_block_185,0.000381918980805384
MSNBC_block_185,0.000258710463194924
CNN_block_186,0.000174953837331433
FNC_block_186,0.000364566483678967
MSNBC_block_186,0.000245409345079974
CNN_block_187,0.000188668600389001
FNC_block_187,0.000358600124494045
MSNBC_block_187,0.000243785643396998
CNN_block_188,0.00018731540302389
FNC_block_188,0.000369891261850267
MSNBC_block_188,0.000249251152256769
CNN_block_189,0.000184787086880391
FNC_block_189,0.000347076235348531
MSNBC_block_189,0.000244933450307989
CNN_block_190,0.000172935108018864
FNC_block_190,0.000324180687500043
MSNBC_block_190,0.00023338145535639
CNN_block_191,0.000154890441653617
FNC_block_191,0.000340572394328178
MSNBC_block_191,0.000234425546110262
CNN_block_192,0.000146339255264371
FNC_block_192,0.00030145978643033
MSNBC_block_192,0.000220071031014227
CNN_block_193,0.000182818375645133
FNC_block_193,0.000396614381251232
MSNBC_block_193,0.000261153659559216
CNN_block_194,0.000183621004434308
FNC_block_194,0.000411672554740052
MSNBC_block_194,0.000264283650166064
CNN_block_195,0.000179767461727128
FNC_block_195,0.000416866426130453
MSNBC_block_195,0.000255467524307966
CNN_block_196,0.000170215985500058
FNC_block_196,0.000416865508397681
MSNBC_block_196,0.000252985298405959
CNN_block_197,0.000164022603597915
FNC_block_197,0.00038172968460402
MSNBC_block_197,0.000269571542733643
CNN_block_198,0.000169269670132174
FNC_block_198,0.000383271104228652
MSNBC_block_198,0.000262266663817404
CNN_block_199,0.000174786867674863
FNC_block_199,0.000394822290196455
MSNBC_block_199,0.000261779947623158
CNN_block_200,0.000143860344390955
FNC_block_200,0.000386155499188873
MSNBC_block_200,0.000271865297856306
CNN_block_201,0.000137932806958815
FNC_block_201,0.000374755728247782
MSNBC_block_201,0.000277195030557269
CNN_block_202,0.00015149657701541
FNC_block_202,0.000367868720543867
MSNBC_block_202,0.000266587407766741
CNN_block_203,0.000168984495494639
FNC_block_203,0.000372709221391425
MSNBC_block_203,0.000252227654355028
CNN_block_204,0.000170476221142124
FNC_block_204,0.000381204126094643
MSNBC_block_204,0.00025668261947239
CNN_block_205,0.000155527505249722
FNC_block_205,0.000446504028346194
MSNBC_block_205,0.000278154679616059
CNN_block_206,0.000181158927187034
FNC_block_206,0.000447168778433932
MSNBC_block_206,0.000268579102900058
CNN_block_207,0.000180042334045497
FNC_block_207,0.000447943614688829
MSNBC_block_207,0.000257987264917475
CNN_block_208,0.000163362551056406
FNC_block_208,0.000450893157807676
MSNBC_block_208,0.000243442818534337
CNN_block_209,0.000220069103460883
FNC_block_209,0.000371490805521986
MSNBC_block_209,0.00026656832879818
CNN_block_210,0.000210241273038121
FNC_block_210,0.000374745767608377
MSNBC_block_210,0.000247856298009756
CNN_block_211,0.000212122769713945
FNC_block_211,0.000368222813578438
MSNBC_block_211,0.000239580669298153
CNN_block_212,0.000198709544957283
FNC_block_212,0.000350634390123813
MSNBC_block_212,0.000239001320498648
CNN_block_213,0.000195164783591334
FNC_block_213,0.000344280827288411
MSNBC_block_213,0.000253883115114341
CNN_block_214,0.000182265408489787
FNC_block_214,0.000324442078548895
MSNBC_block_214,0.00022898095211211
CNN_block_215,0.000166697196406364
FNC_block_215,0.000323903692059368
MSNBC_block_215,0.000243127141361806
CNN_block_216,0.000159321703397309
FNC_block_216,0.000294830466631736
MSNBC_block_216,0.000245692412826866
CNN_block_217,0.000174388330474055
FNC_block_217,0.000389097449295592
MSNBC_block_217,0.000226241249989585
CNN_block_218,0.000167731121972204
FNC_block_218,0.00038412794957453
MSNBC_block_218,0.000224094568127983
CNN_block_219,0.000171015485926772
FNC_block_219,0.000393623962048827
MSNBC_block_219,0.000227208602861492
CNN_block_220,0.000162502830687592
FNC_block_220,0.000400236973789695
MSNBC_block_220,0.000246637714231446
CNN_block_221,0.00015619060455494
FNC_block_221,0.000370105429329099
MSNBC_block_221,0.000239548925392692
CNN_block_222,0.000175297968999434
FNC_block_222,0.000356632445608353
MSNBC_block_222,0.000219694925357944
CNN_block_223,0.000140706577471554
FNC_block_223,0.000377468894851022
MSNBC_block_223,0.000213794063222913
CNN_block_224,0.000139000984458354
FNC_block_224,0.00037032693788813
MSNBC_block_224,0.000213536819918005
CNN_block_225,0.000150414815894579
FNC_block_225,0.000339923722378482
MSNBC_block_225,0.000230565843037127
CNN_block_226,0.000132128083214688
FNC_block_226,0.00032891896060401
MSNBC_block_226,0.000224946965590347
CNN_block_227,0.000172325123880716
FNC_block_227,0.000332587830975195
MSNBC_block_227,0.000221402106402034
CNN_block_228,0.000165243444335862
FNC_block_228,0.000339056226428358
MSNBC_block_228,0.00022390310529637
CNN_block_229,0.000191290247010436
FNC_block_229,0.000396092049801909
MSNBC_block_229,0.000231908029420587
CNN_block_230,0.000165772801649048
FNC_block_230,0.000387814533574616
MSNBC_block_230,0.000228538368388082
CNN_block_231,0.000178858249273467
FNC_block_231,0.000406217120125273
MSNBC_block_231,0.000232141982803676
CNN_block_232,0.000186174808275978
FNC_block_232,0.000391006348164652
MSNBC_block_232,0.000254673770011673
CNN_block_233,0.000175548867351412
FNC_block_233,0.000351151887364763
MSNBC_block_233,0.000183455432056144
CNN_block_234,0.000168928977888992
FNC_block_234,0.00034070729713549
MSNBC_block_234,0.000127308689560237
CNN_block_235,0.000180440174283832
FNC_block_235,0.000323210982490847
MSNBC_block_235,0.000127076504592714
CNN_block_236,0.000152235899576691
FNC_block_236,0.000324800444396459
MSNBC_block_236,0.000145030457273648
CNN_block_237,0.00016922671644699
FNC_block_237,0.000309788018306648
MSNBC_block_237,0.000123949992834866
CNN_block_238,0.000168712883997969
FNC_block_238,0.000293819715667219
MSNBC_block_238,0.000147827547232743
CNN_block_239,0.000151529488151131
FNC_block_239,0.000282328061912554
MSNBC_block_239,0.000155021204581306
CNN_block_240,0.00016857322343839
FNC_block_240,0.00027558291626277
MSNBC_block_240,0.000166560583361931
CNN_block_241,0.000177820407641442
FNC_block_241,0.000395135368043683
MSNBC_block_241,0.000248363809158163
CNN_block_242,0.000198569143991666
FNC_block_242,0.000402480769889609
MSNBC_block_242,0.000259287027475362
CNN_block_243,0.000212600397529301
FNC_block_243,0.000426277098525761
MSNBC_block_243,0.000256461895444631
CNN_block_244,0.000199330155223303
FNC_block_244,0.000438819974464807
MSNBC_block_244,0.000270858530012158
CNN_block_245,0.000198607868200005
FNC_block_245,0.000416395386319292
MSNBC_block_245,0.000303160941576806
CNN_block_246,0.000187449949307765
FNC_block_246,0.000407220054519752
MSNBC_block_246,0.000301725684950909
CNN_block_247,0.000173550092666703
FNC_block_247,0.000419909410777207
MSNBC_block_247,0.000302673771918388
CNN_block_248,0.000164294443920735
FNC_block_248,0.000400082653229918
MSNBC_block_248,0.000306463512623077
CNN_block_249,0.000191788779841741
FNC_block_249,0.000407093956403863
MSNBC_block_249,0.000322116805945407
CNN_block_250,0.000194599149272224
FNC_block_250,0.000383431785627183
MSNBC_block_250,0.000297209638893987
