date,time_block_15,show_index,foreign_policy,economy,crime,horse_race
15495,4,15,0.022434166666666665,0.08987483333333333,0.0906125,0.7568833333333334
15495,5,15,0.006619666666666667,0.2702355,0.20640983333333335,0.48919999999999997
15495,6,15,0.007246666666666667,0.22135383333333333,0.14753666666666668,0.5798
15495,7,15,0.056649,0.13518216666666666,0.2377205,0.55545
15495,8,18,0.027707000000000002,0.049451833333333334,0.062779,0.69155
15495,9,18,0.0014708333333333333,0.2691133333333333,0.04617966666666667,0.6447
15495,10,18,0.0014998333333333333,0.22783216666666667,0.23241583333333335,0.4963705
15495,11,18,0.0020136666666666666,0.20402,0.3970166666666667,0.39495
15495,12,3,0.015705104166666668,0.18338295833333335,0.17758383333333333,0.5761129791666667
15495,13,3,0.015705104166666668,0.18338295833333335,0.17758383333333333,0.5761129791666667
15495,14,3,0.015705104166666668,0.18338295833333335,0.17758383333333333,0.5761129791666667
15495,15,3,0.015705104166666668,0.18338295833333335,0.17758383333333333,0.5761129791666667
15495,16,15,0.022434166666666665,0.08987483333333333,0.0906125,0.7568833333333334
15495,17,15,0.006619666666666667,0.2702355,0.20640983333333335,0.48919999999999997
15495,18,15,0.007246666666666667,0.22135383333333333,0.14753666666666668,0.5798
15495,19,15,0.056649,0.13518216666666666,0.2377205,0.55545
15495,20,18,0.027707000000000002,0.049451833333333334,0.062779,0.69155
15495,21,18,0.0014708333333333333,0.2691133333333333,0.04617966666666667,0.6447
15495,22,18,0.0014998333333333333,0.22783216666666667,0.23241583333333335,0.4963705
15495,23,18,0.0020136666666666666,0.20402,0.3970166666666667,0.39495
15495,24,3,0.015705104166666668,0.18338295833333335,0.17758383333333333,0.5761129791666667
15495,25,3,0.015705104166666668,0.18338295833333335,0.17758383333333333,0.5761129791666667
15495,26,3,0.015705104166666668,0.18338295833333335,0.17758383333333333,0.5761129791666667
15495,27,3,0.015705104166666668,0.18338295833333335,0.17758383333333333,0.5761129791666667
15496,4,15,0.006670499999999999,0.024064166666666668,0.015080333333333333,0.8775333333333334
15496,5,15,0.015795666666666666,0.13039883333333332,0.10390633333333334,0.6973
15496,6,15,0.00889875,0.2055265,0.10836616666666667,0.6300666666666667
15496,7,15,0.006665416666666667,0.23402,0.0023245,0.7431166666666666
15496,8,18,0.03806168333333333,0.1996869,0.023759466666666666,0.71095
15496,9,18,0.026374333333333333,0.039884333333333334,0.07255966666666666,0.82115
15496,10,18,0.18532200000000001,0.14529533333333333,0.034315,0.5592550000000001
15496,11,18,0.0017456666666666666,0.0799485,0.0017428333333333332,0.8244833333333333
15496,12,17,0.00697775,0.12202666666666667,0.023211166666666668,0.8462833333333334
15496,13,17,0.006399166666666667,0.1666795,0.029801,0.7953666666666667
15496,14,17,0.0018643333333333333,0.17108700000000002,0.06679866666666666,0.7425666666666667
15496,15,17,0.04971333333333334,0.37655333333333335,0.3317833333333333,0.16773949999999999
15496,16,15,0.020842333333333334,0.10511208333333334,0.034437416666666665,0.7657333333333334
15496,17,15,0.009145666666666667,0.16702541666666668,0.123369,0.607645
15496,18,15,0.016888708333333335,0.17013041666666667,0.08928191666666667,0.652975
15496,19,15,0.0068135416666666665,0.19713425,0.0232925,0.7612916666666667
15496,20,18,0.03806168333333333,0.1996869,0.023759466666666666,0.71095
15496,21,18,0.026374333333333333,0.039884333333333334,0.07255966666666666,0.82115
15496,22,18,0.18532200000000001,0.14529533333333333,0.034315,0.5592550000000001
15496,23,18,0.0017456666666666666,0.0799485,0.0017428333333333332,0.8244833333333333
15496,24,17,0.00697775,0.12202666666666667,0.023211166666666668,0.8462833333333334
15496,25,17,0.006399166666666667,0.1666795,0.029801,0.7953666666666667
15496,26,17,0.0018643333333333333,0.17108700000000002,0.06679866666666666,0.7425666666666667
15496,27,17,0.04971333333333334,0.37655333333333335,0.3317833333333333,0.16773949999999999
15497,4,15,0.0038623499999999996,0.2633666666666667,0.0031856666666666665,0.7283833333333334
15497,5,15,0.0161535,0.20707166666666665,0.03948875,0.6968333333333333
15497,6,15,0.0015844166666666667,0.18695591666666667,0.011100333333333334,0.7435666666666667
15497,7,15,0.0020053333333333334,0.51645,0.020079333333333334,0.42050333333333334
15497,8,18,0.0011643333333333332,0.37571666666666664,0.14868816666666668,0.3967
15497,9,18,0.0014559166666666666,0.3008888333333333,0.086285,0.5532166666666667
15497,10,18,0.052172666666666666,0.0015358333333333333,0.33015,0.6067666666666667
15497,11,18,0.18091983333333334,0.05384316666666667,0.118977,0.5551
15497,12,17,0.0013850833333333332,0.222345,0.019056833333333335,0.6680833333333334
15497,13,17,0.04656566666666667,0.45567233333333335,0.03264366666666667,0.42223333333333335
15497,14,17,0.20036183333333335,0.102174,0.29966466666666663,0.38869349999999997
15497,15,17,0.031335999999999996,0.22867833333333332,0.179421,0.3787
15497,16,15,0.0038623499999999996,0.2633666666666667,0.0031856666666666665,0.7283833333333334
15497,17,15,0.0161535,0.20707166666666665,0.03948875,0.6968333333333333
15497,18,15,0.0015844166666666667,0.18695591666666667,0.011100333333333334,0.7435666666666667
15497,19,15,0.0020053333333333334,0.51645,0.020079333333333334,0.42050333333333334
15497,20,18,0.0011643333333333332,0.37571666666666664,0.14868816666666668,0.3967
15497,21,18,0.0014559166666666666,0.3008888333333333,0.086285,0.5532166666666667
15497,22,18,0.052172666666666666,0.0015358333333333333,0.33015,0.6067666666666667
15497,23,18,0.18091983333333334,0.05384316666666667,0.118977,0.5551
15497,24,17,0.0013850833333333332,0.222345,0.019056833333333335,0.6680833333333334
15497,25,17,0.04656566666666667,0.45567233333333335,0.03264366666666667,0.42223333333333335
15497,26,17,0.20036183333333335,0.102174,0.29966466666666663,0.38869349999999997
15497,27,17,0.031335999999999996,0.22867833333333332,0.179421,0.3787
15498,4,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,5,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,6,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,7,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,8,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,9,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,10,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,11,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,12,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,13,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,14,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,15,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,16,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,17,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,18,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,19,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,20,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,21,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,22,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,23,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,24,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,25,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,26,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15498,27,3,0.043157161284722224,0.20019522534722223,0.16137416944444444,0.541483765625
15499,4,15,0.025762166666666666,0.6998,0.015473333333333334,0.24854766666666667
15499,5,15,0.29234933333333335,0.0268765,0.15798116666666667,0.5054833333333333
15499,6,15,0.0015320833333333334,0.048543499999999996,0.5771333333333333,0.33503883333333334
15499,7,15,0.007622083333333333,0.08351650000000001,0.4134833333333333,0.30541666666666667
15499,8,3,0.08181641666666667,0.214684125,0.29101779166666664,0.348621625
15499,9,3,0.08181641666666667,0.214684125,0.29101779166666664,0.348621625
15499,10,3,0.08181641666666667,0.214684125,0.29101779166666664,0.348621625
15499,11,3,0.08181641666666667,0.214684125,0.29101779166666664,0.348621625
15499,12,3,0.08181641666666667,0.214684125,0.29101779166666664,0.348621625
15499,13,3,0.08181641666666667,0.214684125,0.29101779166666664,0.348621625
15499,14,3,0.08181641666666667,0.214684125,0.29101779166666664,0.348621625
15499,15,3,0.08181641666666667,0.214684125,0.29101779166666664,0.348621625
15499,16,15,0.025762166666666666,0.6998,0.015473333333333334,0.24854766666666667
15499,17,15,0.29234933333333335,0.0268765,0.15798116666666667,0.5054833333333333
15499,18,15,0.0015320833333333334,0.048543499999999996,0.5771333333333333,0.33503883333333334
15499,19,15,0.007622083333333333,0.08351650000000001,0.4134833333333333,0.30541666666666667
15499,20,3,0.08181641666666667,0.214684125,0.29101779166666664,0.348621625
15499,21,3,0.08181641666666667,0.214684125,0.29101779166666664,0.348621625
15499,22,3,0.08181641666666667,0.214684125,0.29101779166666664,0.348621625
15499,23,3,0.08181641666666667,0.214684125,0.29101779166666664,0.348621625
15499,24,3,0.08181641666666667,0.214684125,0.29101779166666664,0.348621625
15499,25,3,0.08181641666666667,0.214684125,0.29101779166666664,0.348621625
15499,26,3,0.08181641666666667,0.214684125,0.29101779166666664,0.348621625
15499,27,3,0.08181641666666667,0.214684125,0.29101779166666664,0.348621625
15502,4,3,0.020171791666666668,0.1397981875,0.21845035416666667,0.4801168333333333
15502,5,3,0.020171791666666668,0.1397981875,0.21845035416666667,0.4801168333333333
15502,6,3,0.020171791666666668,0.1397981875,0.21845035416666667,0.4801168333333333
15502,7,3,0.020171791666666668,0.1397981875,0.21845035416666667,0.4801168333333333
15502,8,3,0.020171791666666668,0.1397981875,0.21845035416666667,0.4801168333333333
15502,9,3,0.020171791666666668,0.1397981875,0.21845035416666667,0.4801168333333333
15502,10,3,0.020171791666666668,0.1397981875,0.21845035416666667,0.4801168333333333
