date,time_block_15,show_index,foreign_policy,economy,crime,horse_race
15495,4,14,0.03685633333333333,0.32106666666666667,0.12569091666666665,0.4866166666666667
15495,5,14,0.16486783333333335,0.1545245,0.0216915,0.525
15495,6,14,0.007057333333333333,0.16605316666666667,0.06058966666666667,0.6886666666666666
15495,7,14,0.004233166666666666,0.16806,0.006314500000000001,0.7787999999999999
15495,8,6,0.10880350000000001,0.111703,0.2640241,0.3258376666666667
15495,9,6,0.16972446,0.071688,0.176016,0.0012556
15495,10,6,0.19154433333333334,0.11644273333333334,0.2881305,0.006184266666666666
15495,11,6,0.03849378333333334,0.0490475,0.3338333333333333,0.051955666666666664
15495,12,11,0.002066,0.23020000000000002,0.0186774,0.5922000000000001
15495,13,2,0.04844226259259259,0.1919291240740741,0.12283808981481481,0.44904175185185186
15495,14,2,0.04844226259259259,0.1919291240740741,0.12283808981481481,0.44904175185185186
15495,15,2,0.04844226259259259,0.1919291240740741,0.12283808981481481,0.44904175185185186
15495,16,7,0.0016543333333333334,0.4902666666666667,0.02257408333333333,0.48150000000000004
15495,17,7,0.0018318333333333333,0.16171183333333333,0.013797166666666666,0.8028
15495,18,7,0.0523795,0.45072666666666666,0.14486116666666668,0.31897
15495,19,7,0.017031,0.19325683333333332,0.060831833333333335,0.4478788333333333
15495,20,10,0.0037254833333333335,0.25199516666666666,0.09233605,0.57655
15495,21,10,0.022279166666666666,0.2049455,0.07127233333333333,0.6416
15495,22,10,0.019370833333333334,0.020760999999999998,0.40355,0.5151666666666667
15495,23,10,0.02797583333333333,0.062075,0.08821766666666665,0.2495695
15495,24,11,0.002066,0.23020000000000002,0.0186774,0.5922000000000001
15495,25,2,0.04844226259259259,0.1919291240740741,0.12283808981481481,0.44904175185185186
15495,26,2,0.04844226259259259,0.1919291240740741,0.12283808981481481,0.44904175185185186
15495,27,2,0.04844226259259259,0.1919291240740741,0.12283808981481481,0.44904175185185186
15496,4,14,0.30291325,0.07718266666666666,0.024951333333333336,0.5827433333333334
15496,5,14,0.349233,0.33855891666666665,0.08859783333333333,0.221268
15496,6,14,0.018387333333333332,0.22637466666666667,0.02367666666666667,0.7299333333333333
15496,7,14,0.022444166666666668,0.12592958333333332,0.0020195,0.7894166666666667
15496,8,6,0.0121655,0.15296183333333332,0.3735463333333333,0.3635448333333333
15496,9,6,0.12409150000000001,0.059643166666666664,0.11438833333333333,0.026165433333333335
15496,10,6,0.023537933333333334,0.10405483333333333,0.26419328333333336,0.19180816666666667
15496,11,6,0.0464906,0.1618722,0.09877079999999999,0.29138
15496,12,11,0.061245,0.16472875,0.195475,0.2629
15496,13,2,0.05935421018518519,0.20764099259259258,0.08822594907407408,0.4854570240740741
15496,14,2,0.05935421018518519,0.20764099259259258,0.08822594907407408,0.4854570240740741
15496,15,2,0.05935421018518519,0.20764099259259258,0.08822594907407408,0.4854570240740741
15496,16,7,0.0013134166666666667,0.2145135,0.009460416666666667,0.71735
