moment,data,data_sd,simulation,distance,sq_diff
cnn block 33,0.00120675730913985,5769.499072002735,0.0013088317352088345,0.00010207442606898452,6.011349813548659e-5
cnn block 627,0.00215667364428902,4343.8189047558435,0.0020386141704914523,-0.0001180594737975678,6.054431883834999e-5
msnbc block 6,0.00356260792123296,3374.467486524718,0.0034252729275780274,-0.00013733499365493245,6.364549544376341e-5
cnn block 86,0.00132584893944662,5514.279115378124,0.001433757972322471,0.00010790903287585091,6.421024772014522e-5
fnc block 467,0.00993487441737171,2145.2967661141106,0.010113695009363727,0.00017882059199201758,6.859973447010619e-5
fnc block 300,0.00702083372574289,2405.7582050203664,0.007192714388909534,0.00017188066316664412,7.107322412369182e-5
cnn block 104,0.00127880545710367,6630.387406573298,0.0011752091128112553,-0.00010359634429241474,7.115866063730342e-5
msnbc block 207,0.00339068164271661,3447.0931558067105,0.0032466710763862003,-0.00014401056633040962,7.148941392373499e-5
cnn block 612,0.00182217608384003,4716.317950626396,0.001695092521320845,-0.00012708356251918494,7.616962844020589e-5
fnc block 768,0.00325596409651375,3649.6054926416987,0.003110385798875174,-0.00014557829763857605,7.734623790269428e-5
cnn block 231,0.00168942118837417,4889.6750456102045,0.0018153413101925787,0.00012592012181840873,7.753008647828975e-5
msnbc block 676,0.000871724120526927,6745.124359111202,0.0009824807143750211,0.00011075659384809412,8.27425961962971e-5
cnn block 808,0.00189369498464688,4769.031665780092,0.00202690814940951,0.00013321316476263005,8.463003064484514e-5
cnn block 243,0.00195695457343346,4560.140462852512,0.0018197297574884066,-0.0001372248159450533,8.587040951369039e-5
cnn block 480,0.00197585610461906,4791.287926853529,0.0021132720308148006,0.00013741592619574044,9.047454523792477e-5
msnbc block 745,0.00414280357184167,3236.9190905373566,0.003975586746477039,-0.00016721682536463122,9.050900531218358e-5
cnn block 631,0.00168898093877752,4907.38124294018,0.0018256006768236556,0.00013661973804613564,9.159603938785357e-5
cnn block 815,0.00113741369684563,6151.223683673483,0.0012600993431177725,0.00012268564627214255,9.25867905799771e-5
fnc block 728,0.00693657498835585,2496.7208254691604,0.007129826072851673,0.00019325108449582285,9.324249015514439e-5
cnn block 811,0.00202743905275891,4609.357742172811,0.0018826093674028173,-0.0001448296853560926,9.668421830765758e-5
msnbc block 26,0.00237157299170011,4117.970383149748,0.0025348704992051306,0.00016329750750502083,0.00010981011102719848
msnbc block 313,0.00360265049921691,3373.98455205842,0.0034150887386657893,-0.00018756176055112093,0.00011869479945744293
msnbc block 721,0.00375701117838845,3387.093125683665,0.0035662917209026814,-0.00019071945748576867,0.00012320182547280911
cnn block 78,0.00125569196761214,5666.031120641974,0.0014054663643876576,0.0001497743967755177,0.00012710250613013138
msnbc block 336,0.00387205510963195,3254.9334315021365,0.0036739475743355924,-0.00019810753529635747,0.0001277450558996865
cnn block 756,0.00228146806394152,4357.790337519552,0.0024532323530689418,0.0001717642891274217,0.0001285677620366721
fnc block 767,0.00372691304046082,3412.036897798053,0.003921372996669345,0.00019445995620852525,0.0001290250649063624
fnc block 173,0.00769050043603676,2795.273107783285,0.007471878935482623,-0.00021862150055413677,0.0001336010858951548
msnbc block 693,0.00102108842679049,6232.758224927234,0.00087402258338717,-0.00014706584340332,0.00013480435299166276
cnn block 614,0.00222201962529042,4271.803843226985,0.002400198786948559,0.0001781791616581388,0.00013562043236069453
poll day 7,0.508820009281325,141.44336443339841,0.5098,0.00097999071867505,0.00013583963416163866
fnc block 780,0.00609580202729225,2673.630510156544,0.006322233920126365,0.00022643189283411483,0.00013708078493285183
cnn block 108,0.00139064758580156,6358.532867808778,0.001243720435417411,-0.00014692715038414918,0.0001372653847826592
cnn block 477,0.00287933044688418,3970.825810973707,0.0030662311627153447,0.00018690071583116457,0.00013870840111329715
cnn block 748,0.00200491151363731,4647.995951648126,0.0018313641899803308,-0.00017354732365697928,0.00013999147272244098
msnbc block 700,0.00193422782064861,4532.210861869401,0.0021107713045807473,0.00017654348393213734,0.00014125814304880363
cnn block 802,0.00139467804968829,5555.711675609695,0.001233214071806683,-0.000161463977881607,0.00014484082655351682
msnbc block 707,0.0021838046603117,4265.906502299857,0.00199795184335988,-0.0001858528169518198,0.00014734982645177633
cnn block 322,0.00174044170908379,4849.745602790847,0.0015656854475894287,-0.0001747562614943614,0.0001481100227903001
fnc block 462,0.00968776822991451,2172.2135015655886,0.009423074099257174,-0.0002646941306573367,0.00015219175720776929
msnbc block 223,0.00397142148596369,3192.808806838655,0.00419091555192299,0.0002194940659593003,0.00015382200922111467
cnn block 812,0.00185272959895785,4821.3680819514675,0.0016740244641315581,-0.00017870513482629176,0.00015397292194367957
cnn block 290,0.00290051153684106,3735.1654395364726,0.0026928705836676346,-0.00020764095317342543,0.00016104078178566956
fnc block 726,0.00676525011644155,2527.9189093481696,0.007020507412063703,0.0002552572956221527,0.0001647098098901699
cnn block 254,0.00239932980425951,4119.266483765724,0.0021992886454967617,-0.00020004115876274837,0.00016483848389360763
msnbc block 654,0.00382195077867736,3257.020720868267,0.003596234609382875,-0.00022571616929448505,0.00016593800471916695
msnbc block 231,0.00391905812915385,3213.9834424223827,0.003691625590479632,-0.00022743253867421858,0.0001662450922580603
cnn block 76,0.00128683746460683,5597.130556856986,0.0011138041246702222,-0.0001730333399366079,0.0001675810930180422
cnn block 415,0.00185501790408848,4881.6492431798915,0.0020433822302958577,0.00018836432620737784,0.00017320637960545495
fnc block 126,0.00756703629311539,2773.1286357976733,0.007312539843895964,-0.00025449644921942544,0.00017961122305115097
fnc block 269,0.0101811245277428,2004.6367399450307,0.010484715813958044,0.0003035912862152431,0.0001847626956444492
fnc block 631,0.00751966901443137,2332.570550760603,0.007237471260350362,-0.00028219775408100823,0.00018575559099271629
msnbc block 752,0.00416715710088602,3227.4861597225495,0.004409453107982061,0.00024229600709604025,0.00018947717591291153
fnc block 746,0.00807977606588475,2322.4133182868322,0.007793859249361547,-0.0002859168165232021,0.00018985363322348382
cnn block 244,0.0018262299642989,4720.221948568859,0.0016244657475499532,-0.0002017642167489468,0.00019215456729640507
cnn block 432,0.0015929725319554,5267.196004394055,0.0017857814972036025,0.00019280896524820237,0.00019580957624237258
fnc block 734,0.00718397973917094,2453.6583017482553,0.007469337708117059,0.0002853579689461195,0.00019979936005716699
cnn block 233,0.00241891206229541,4087.8754889678676,0.0021973339114925417,-0.0002215781508028685,0.00020070191971841925
fnc block 618,0.00498852587868901,2854.9732656867122,0.004721205562978842,-0.0002673203157101678,0.00020401682121333115
msnbc block 792,0.00264634302339006,4050.80574337269,0.0028738708333977342,0.00022752781000767415,0.0002097057749754703
msnbc block 576,0.00339898899294095,4323.596933399748,0.0031786997760242727,-0.00022028921691667714,0.00020981265447454832
fnc block 205,0.00658579956665754,2477.3625203317956,0.006289982010065968,-0.00029581755659157175,0.0002167891057923057
msnbc block 782,0.00382301115241636,3372.236640027145,0.0040787499317416894,0.00025573877932532924,0.00022055211080927885
cnn block 363,0.00226345134686707,4260.0397244361275,0.0024915991125969215,0.00022814776572985165,0.00022174104452468325
cnn block 256,0.00246650400098486,4062.922823040241,0.002232836959125255,-0.0002336670418596051,0.00022183674996800282
cnn block 202,0.00136053345951735,5436.257542489313,0.0011562597006474118,-0.00020427375886993828,0.00022684289658106183
msnbc block 366,0.00520663258832715,2812.951632805283,0.004921661413881157,-0.0002849711744459934,0.00022843578032507667
msnbc block 412,0.00400101282748618,3327.537953491801,0.004265775526293709,0.0002647626988075292,0.00023325803693989125
cnn block 144,0.00131475827676964,6632.0263281468,0.001126326552396152,-0.00018843172437348803,0.0002354801406451611
msnbc block 705,0.00270427472638322,3834.4768284551797,0.0024562290926664673,-0.0002480456337167528,0.0002359224616313849
cnn block 625,0.00194331084076245,4575.582218600532,0.002171970261729931,0.00022865942096748112,0.000239234914772797
msnbc block 770,0.0037559530351659,3402.0926116562378,0.0034904784667705913,-0.0002654745683953086,0.000239768418441042
cnn block 198,0.00145225313177098,5262.03122073678,0.0012286615092118752,-0.00022359162255910473,0.00026306585120182744
cnn block 807,0.00210410091188239,4524.782612164561,0.002346296005745198,0.0002421950938628079,0.0002654167956613363
msnbc block 706,0.00259522368487416,3913.996034280852,0.0023346712442979213,-0.0002605524405762385,0.0002657116965489238
cnn block 136,0.00175910375398255,5734.824178525292,0.0015410347575020213,-0.0002180689964805286,0.00027271432921150774
cnn block 559,0.00201545220535982,5610.90067203035,0.0022369165137628767,0.00022146430840305677,0.00027519470257565513
cnn block 44,0.00119365594077914,5801.0371477249455,0.0014118314277960869,0.00021817548701694688,0.0002761325189784941
msnbc block 439,0.00741587361419069,2475.2749587842372,0.007755605999884271,0.00033973238569358095,0.00028569151759417854
fnc block 684,0.00206953313481048,4380.299282861891,0.002327433363816356,0.0002579002290058756,0.0002913447792309876
cnn block 592,0.00178220219997528,4768.644646979952,0.002033082728017572,0.00025088052804229195,0.00030014345037544793
cnn block 599,0.00121932962550983,5763.5554460588155,0.0014501941880853434,0.00023086456257551341,0.0003071885501690068
cnn block 107,0.0014046800363332,6326.737415750335,0.0011830228345720783,-0.0002216572017611218,0.0003108447255236353
cnn block 555,0.00254724081297475,4992.2873015638515,0.002296707518604119,-0.000250533294370631,0.0003133505555259041
msnbc block 790,0.00295235216698608,3835.7212731998434,0.0026650458789498808,-0.00028730628803619925,0.0003166192409880322
cnn block 212,0.000956630637810375,6481.785957832361,0.0007338909347979261,-0.00022273970301244894,0.00032158068661333956
cnn block 120,0.00105168753450763,7310.522300235702,0.0008415484589176098,-0.00021013907559002017,0.0003228211952256106
msnbc block 140,0.00328912228147943,4197.192667768188,0.003572306588372394,0.0002831843068929643,0.00033658694763496257
cnn block 100,0.00128705790157978,6609.1239468801705,0.0010607186537315637,-0.00022633924784821644,0.0003385818185960589
cnn block 595,0.00141353306142628,5353.530476038704,0.0011620090096325462,-0.00025152405179373395,0.00033868761844138773
cnn block 213,0.000961588673324534,6465.070076163317,0.0007280375063916842,-0.00023355116693284984,0.00035264466646161977
fnc block 27,0.00734962089678722,2345.0669664337306,0.0069610095095234015,-0.00038861138726381875,0.000354149223370705
msnbc block 125,0.00301265272198365,4384.945046335646,0.0032969851776383395,0.0002843324556546893,0.0003545006425838836
cnn block 430,0.00177139561236515,4995.335367653897,0.0015024094945200552,-0.0002689861178450947,0.0003614301553430507
cnn block 334,0.00161626737470634,5032.283347166186,0.0013457981514043225,-0.00027046922330201746,0.00036812964685756786
cnn block 140,0.0017696723922981,5717.704366433413,0.0015150742551243226,-0.0002545981371737773,0.0003706228060542818
cnn block 467,0.00234434579955378,4399.4590565792,0.002051723666715716,-0.00029262213283806366,0.00037671561580968483
cnn block 795,0.00139388131571601,5557.297037126804,0.001131653124984619,-0.00026222819073139095,0.0003821398839965417
fnc block 7,0.00863272938673527,2173.31620777204,0.008210445062117641,-0.0004222843246176281,0.0003875545498778164
cnn block 42,0.00134185214725456,5471.7357677564705,0.00161026594949409,0.0002684138022395299,0.00039421650677314544
cnn block 46,0.0013275234914384,5501.14670173287,0.0015953258713738271,0.00026780237993542723,0.00039453187013133764
msnbc block 276,0.0048082482653036,2909.139855820228,0.00517717659248759,0.0003689283271839901,0.00039595752924329047
cnn block 298,0.00714270886515155,2385.2917098209637,0.007555288372460606,0.00041257950730905647,0.00040602876728089454
cnn block 598,0.00141765863304907,5345.746107086858,0.0016969240571038785,0.0002792654240548085,0.0004169103397302888
msnbc block 655,0.00389174775310109,3227.7949632645814,0.004253224845654069,0.0003614770925529794,0.00042176205101992326
fnc block 815,0.00361470526658602,3454.8048412585613,0.0032642825480363588,-0.00035042271854966115,0.0004242364974609111
cnn block 744,0.00118934816022357,6012.220981546775,0.000922525724181066,-0.0002668224360425041,0.0004280353374096172
cnn block 319,0.00202597983555208,4495.657949770513,0.002334825920938747,0.00030884608538666713,0.00042882239967566364
msnbc block 699,0.00190016215262016,4572.578571969012,0.0015921864199999237,-0.0003079757326202362,0.00043370474221165133
cnn block 642,0.00202760158597252,4479.654596874145,0.0017136483288914064,-0.0003139532570811136,0.00044154453616244527
cnn block 88,0.00129553375391188,5578.337802561572,0.0010120495958541524,-0.0002834841580577276,0.00044829345509492187
cnn block 743,0.00128431788542152,5785.938592724115,0.0010015105379852591,-0.0002828073474362609,0.0004627593441364569
msnbc block 751,0.00412529460753696,3243.752520425454,0.0037460973023500654,-0.0003791973051868944,0.00046642110903510637
poll day 17,0.51686990587071,141.50192028878266,0.5150333333333333,-0.0018365725373766795,0.0004772857910655782
fnc block 29,0.00676837815607787,2442.9709237073653,0.006321835468524844,-0.0004465426875530252,0.00048712931050113115
cnn block 610,0.00183009268871422,4706.124646138846,0.0021527410054644615,0.0003226483167502415,0.0004899166881405086
cnn block 777,0.00237696344870581,4273.607095416122,0.002038336074328256,-0.0003386273743775539,0.0004900481095703144
cnn block 596,0.00147545989370906,5240.141650932472,0.0017817858154233804,0.0003063259217143204,0.0004917116803420645
msnbc block 47,0.00169886393659181,4863.80095033681,0.0013792398772227356,-0.00031962405936907445,0.0004968836644673845
cnn block 643,0.00215201004777619,4348.512916072871,0.0018080217450162825,-0.00034398830275990736,0.0005145506294988442
msnbc block 689,0.00125388759905113,5625.139058474778,0.0009485312042898023,-0.0003053563947613278,0.000524502185160405
cnn block 799,0.00165945124220713,5093.918783920435,0.0013381045009449389,-0.0003213467412621911,0.0005260170443672528
cnn block 558,0.00248844448304723,5050.772360241824,0.002165257455304179,-0.00032318702774305087,0.0005275524401671971
cnn block 731,0.00172907382394038,4987.696748655806,0.001402812530436247,-0.0003262612935041329,0.0005309225209918026
cnn block 468,0.00252054894077625,4243.272321315829,0.002166438749442219,-0.000354110191334031,0.0005320810066015007
cnn block 342,0.00226546396286343,4255.345142127413,0.0019104609006044388,-0.00035500306225899137,0.0005362891235644467
cnn block 810,0.00203892784032753,4596.379633925221,0.0016965294708905375,-0.00034239836943699255,0.0005388641200418503
cnn block 237,0.00174547118341434,4810.66169683243,0.0014102632754129912,-0.00033520790800134893,0.0005405468341606483
cnn block 91,0.00133592767373702,5493.4665703827095,0.0010219856576889246,-0.00031394201604809536,0.0005414338097811666
fnc block 636,0.00615437915578978,2576.579319417221,0.005693541015306903,-0.00046083814048287694,0.0005471927665829076
msnbc block 746,0.00370028523839267,3424.2458923511217,0.003300028179703854,-0.0004002570586888162,0.0005485837547749218
fnc block 619,0.00485766028968313,2892.984007462685,0.005295791799553681,0.0004381315098705516,0.0005553349533756249
msnbc block 701,0.0023509323145206,4111.82419610776,0.0027213038496547246,0.0003703715351341245,0.00056403978853071
cnn block 238,0.00163760986013292,4966.294559065734,0.0012985787106910118,-0.0003390311494419081,0.0005708364266131491
cnn block 768,0.00133586161426886,5692.290887476389,0.0010187677532182097,-0.00031709386105065033,0.0005723514054518062
cnn block 110,0.00182105366270682,5557.733315419165,0.001499745062674983,-0.0003213086000318369,0.0005737760327464946
cnn block 629,0.00170480150716643,4884.596609476102,0.0013618730727965739,-0.0003429284343698562,0.0005744281270306286
fnc block 423,0.0103455715710271,2075.957255461341,0.010874918558941312,0.0005293469879142122,0.0005817003156106766
cnn block 752,0.00207190806671756,4572.383861855777,0.0024308114930997634,0.00035890342638220324,0.0005889763986982329
msnbc block 536,0.00548157969388073,3430.568745610951,0.00506593844568694,-0.00041564124819378975,0.0005926569850499172
cnn block 126,0.00166932608394515,5886.751689428942,0.001350636297141362,-0.00031868978680378796,0.0005978772227029118
fnc block 208,0.00542552536547705,2727.843469288118,0.004952150207904164,-0.000473375157572886,0.0006112661845596454
fnc block 253,0.00824533842176536,2228.6242959044434,0.007721182803514089,-0.0005241556182512715,0.0006122902603601643
cnn block 39,0.00159965653896962,5012.104772537155,0.0019493736782442562,0.00034971713927463613,0.0006129908263411648
msnbc block 463,0.00575300801873247,2813.2337434321385,0.005285294111544164,-0.00046771390718830606,0.0006154126018714143
cnn block 72,0.00103039252197229,6255.419822007451,0.0007166436198118271,-0.00031374890216046296,0.0006157733535067509
cnn block 556,0.00275282598739794,4802.749705607225,0.0023945156970212765,-0.0003583102903766634,0.0006166070925416158
cnn block 641,0.00247609589715806,4054.615899290464,0.0028699037806115806,0.00039380788345352077,0.000628808683855679
msnbc block 133,0.00314736476658817,4290.367502333553,0.0027639286624035653,-0.00038343610418460454,0.0006307837566928137
cnn block 80,0.000999060652724654,6351.390227652768,0.0013147484345768213,0.00031568778185216725,0.0006329717735139038
cnn block 560,0.00228753738767904,5267.371406927789,0.0026342723721282713,0.00034673498444923135,0.0006332705145591898
cnn block 129,0.00125117762155423,6798.2305724384405,0.0009436274260026564,-0.0003075501955515736,0.0006430250698678937
cnn block 816,0.0012591167302503,5846.745752448303,0.0009265576086458874,-0.0003325591216044125,0.0006466241754086199
fnc block 289,0.00671765719100845,2459.0712450808733,0.007231284986424702,0.000513627795416252,0.0006487362219742212
cnn block 203,0.00136521853908799,5426.934335923989,0.0010189367485927494,-0.0003462817904952406,0.0006507495487817879
cnn block 539,0.00256100439539886,5011.607783278454,0.0029216360399882163,0.00036063164458935643,0.0006517855677755428
fnc block 84,0.00549744945606279,2713.714149264307,0.005005582676822617,-0.0004918667792401729,0.0006565368112979482
cnn block 299,0.00848511859029964,2189.9682131478285,0.007931837614886337,-0.0005532809754133037,0.0006703927140958804
fnc block 165,0.00644505475975826,3058.4184877082025,0.0059762595405552735,-0.00046879521920298664,0.0006721454427878665
cnn block 320,0.00166029292286609,4965.224699221106,0.001290924014133946,-0.00036936890873214413,0.0006774224414906776
poll day 1,0.501975276166154,141.4224598221448,0.5041666666666667,0.0021913905005126466,0.0006791378512447625
cnn block 442,0.00789692749445676,2399.2792515548836,0.00843343553609246,0.0005365080416356999,0.0006906106481096647
cnn block 40,0.00156060018444206,5074.335666237289,0.0019320409667663587,0.00037144078232429867,0.0007000972360066332
cnn block 814,0.00109860426165442,6258.808596998971,0.0014392971060185962,0.0003406928443641763,0.0007264700168284716
cnn block 323,0.00183732723179327,4720.375192778339,0.0014440226112117144,-0.0003933046205815557,0.0007301878739914938
cnn block 167,0.0010455452602758,7572.8943499574825,0.0007328137609743764,-0.00031273149930142357,0.0007406365695538892
cnn block 419,0.00163206894207234,5203.827317121597,0.001250600040194429,-0.00038146890187791094,0.0007572532656546539
fnc block 588,0.0061461483129403,2573.4949606187092,0.006689195750730381,0.0005430474377900807,0.0007589250013070098
msnbc block 483,0.00502227651451034,3261.9121261974997,0.005505418278651213,0.00048314176414087327,0.0007614149833797588
