date,rating,group,prob
2012-10-26,0.00608052031150919,path_day_103,0.00627272990951062
2012-10-29,0.00922107955662192,path_day_104,0.00878276363180758
2012-10-30,0.0078022702608663,path_day_105,0.00761850909366054
2012-10-31,0.00760122436723184,path_day_106,0.00743654128291838
2012-11-01,0.00723010164385331,path_day_107,0.00709018935180211
2012-11-02,0.0065621210652351,path_day_108,0.00650980573205016
2012-11-05,0.00795279800169906,path_day_109,0.00758932303820146
2012-11-06,0.0290691358806172,path_day_110,0.0245870998850642
2012-11-07,0.0077299256418681,path_day_111,0.0073695426275778
2012-11-08,0.00592314577027049,path_day_112,0.00587259754694136
2012-11-09,0.00528362245079276,path_day_113,0.0053224223787525
2012-11-12,0.00549355042364179,path_day_114,0.00545651461258763
2012-11-13,0.00579129010714867,path_day_115,0.00567406001594927
2012-11-14,0.0059514211228192,path_day_116,0.00578671889627326
2012-11-15,0.00602035082935607,path_day_117,0.00582246129415127
2012-11-16,0.00537259007015991,path_day_118,0.00528055553591872
2012-11-19,0.00502692231701012,path_day_119,0.00498168411941704
2012-11-20,0.00516471009524361,path_day_120,0.00507319210574844
2012-11-21,0.00428122995967281,path_day_121,0.00434582695069351
2012-11-22,0.00148244342815929,path_day_122,0.00207059059338239
2012-11-23,0.00240483090023327,path_day_123,0.00279358846263695
2012-11-26,0.00414289133790003,path_day_124,0.00417520179791755
2012-11-27,0.00421145970145155,path_day_125,0.00421064022389468
2012-11-28,0.0043931376095451,path_day_126,0.00434450787948934
2012-11-29,0.00426247860609702,path_day_127,0.00422270432704436
2012-11-30,0.00375315832743892,path_day_128,0.00379552950980613
2012-12-03,0.00413174801901961,path_day_129,0.00408484081544887
2012-12-04,0.00430753125669419,path_day_130,0.00421024076668666
2012-12-05,0.00428071676844135,path_day_131,0.00417568960571275
2012-12-06,0.00395809063009665,path_day_132,0.00389978224260656
2012-12-07,0.00326156679273972,path_day_133,0.00332176541430642
2012-12-10,0.00386290740444751,path_day_134,0.00378943851897509
2012-12-11,0.00414605335418411,path_day_135,0.00400626488875
2012-12-12,0.00389826692144217,path_day_136,0.00378872961185159
2012-12-13,0.00390835985402554,path_day_137,0.00377707344687206
2012-12-14,0.00658976210985348,path_day_138,0.00591936519887267
2012-12-17,0.00425771173170404,path_day_139,0.00401964442424324
2012-12-18,0.00410146197672083,path_day_140,0.00387422045109132
2012-12-19,0.00420235181583164,path_day_141,0.00393439520170804
2012-12-20,0.00428303292329656,path_day_142,0.00397874493027647
2012-12-21,0.00379776219217139,path_day_143,0.00356715808384149
2012-12-24,0.0015748615993031,path_day_144,0.00175993778478192
2012-12-25,0.00169885251756703,path_day_145,0.00183983186519355
2012-12-26,0.00321528243702323,path_day_146,0.00304236044936268
2012-12-27,0.00331547515524899,path_day_147,0.00310578503344235
2012-12-28,0.00330978674383649,path_day_148,0.00308294330365724
2012-12-31,0.00414963079796835,path_day_149,0.00374680070525963
2013-01-01,0.00349100891811391,path_day_150,0.00319760935115608
2013-01-02,0.00441718875375866,path_day_151,0.00393396473520606
2013-01-03,0.0037843968172686,path_day_152,0.00340789218149772
2013-01-04,0.00347441668624457,path_day_153,0.00313981525084356
2013-01-07,0.00360021565012097,path_day_154,0.00322563347884669
2013-01-08,0.00385467074858976,path_day_155,0.00340674121277775
2013-01-09,0.00405711102210458,path_day_156,0.00355308705334877
2013-01-10,0.00395652326674652,path_day_157,0.00345602436271778
2013-01-11,0.0033777812035556,path_day_158,0.00297239986890778
2013-01-14,0.00382105778493859,path_day_159,0.00331148447671077
2013-01-15,0.00400592060517732,path_day_160,0.00344293068489571
2013-01-16,0.00422401639165441,path_day_161,0.00360044231585415
2013-01-17,0.0039472674978733,path_day_162,0.00336051840228996
2013-01-18,0.00337103607141943,path_day_163,0.00287819109345034
2013-01-21,0.00745076534143291,path_day_164,0.00615399838944979
2013-01-22,0.00417627948129848,path_day_165,0.00349927479310218
2013-01-23,0.00437366205031165,path_day_166,0.00364246587744217
2013-01-24,0.00380502612380812,path_day_167,0.00316895888184951
2013-01-25,0.00361909600849801,path_day_168,0.00300339297128768
2013-01-28,0.00408279473121449,path_day_169,0.00336398934018102
2013-01-29,0.00387551382556372,path_day_170,0.00318057866964347
2013-01-30,0.00378149454007755,path_day_171,0.00308814205962227
2013-01-31,0.00427066004089225,path_day_172,0.00346008009241919
